,Unnamed: 0,LMSNDY
3512,2003-05-08,0.0
3513,2003-05-09,0.0
3514,2003-05-12,0.0
3515,2003-05-13,0.0
3516,2003-05-14,0.0
3517,2003-05-15,0.0
3518,2003-05-16,0.0
3519,2003-05-19,0.0
3520,2003-05-20,0.0
3521,2003-05-21,0.0
3522,2003-05-22,0.0
3523,2003-05-23,0.0
3524,2003-05-27,0.0
3525,2003-05-28,0.0
3526,2003-05-29,0.0
3527,2003-05-30,0.0
3528,2003-06-02,0.0
3529,2003-06-03,0.0
3530,2003-06-04,0.0
3531,2003-06-05,0.0
3532,2003-06-06,0.0
3533,2003-06-09,1.0
3534,2003-06-10,1.0
3535,2003-06-11,1.0
3536,2003-06-12,1.0
3537,2003-06-13,1.0
3538,2003-06-16,1.0
3539,2003-06-17,1.0
3540,2003-06-18,1.0
3541,2003-06-19,0.0
3542,2003-06-20,0.0
3543,2003-06-23,1.0
3544,2003-06-24,1.0
3545,2003-06-25,1.0
3546,2003-06-26,1.0
3547,2003-06-27,1.0
3548,2003-06-30,1.0
3549,2003-07-01,1.0
3550,2003-07-02,1.0
3551,2003-07-03,1.0
3552,2003-07-04,1.0
3553,2003-07-07,0.0
3554,2003-07-08,1.0
3555,2003-07-09,1.0
3556,2003-07-10,1.0
3557,2003-07-11,0.0
3558,2003-07-14,0.0
3559,2003-07-15,1.0
3560,2003-07-16,1.0
3561,2003-07-17,1.0
3562,2003-07-18,1.0
3563,2003-07-21,1.0
3564,2003-07-22,1.0
3565,2003-07-23,1.0
3566,2003-07-24,1.0
3567,2003-07-25,1.0
3568,2003-07-28,1.0
3569,2003-07-29,1.0
3570,2003-07-30,1.0
3571,2003-07-31,1.0
3572,2003-08-01,1.0
3573,2003-08-04,1.0
3574,2003-08-05,1.0
3575,2003-08-06,1.0
3576,2003-08-07,1.0
3577,2003-08-08,1.0
3578,2003-08-11,1.0
3579,2003-08-12,1.0
3580,2003-08-13,1.0
3581,2003-08-14,1.0
3582,2003-08-15,1.0
3583,2003-08-18,1.0
3584,2003-08-19,1.0
3585,2003-08-20,1.0
3586,2003-08-21,1.0
3587,2003-08-22,1.0
3588,2003-08-26,1.0
3589,2003-08-27,1.0
3590,2003-08-28,1.0
3591,2003-08-29,1.0
3592,2003-09-01,1.0
3593,2003-09-02,1.0
3594,2003-09-03,1.0
3595,2003-09-04,1.0
3596,2003-09-05,1.0
3597,2003-09-08,1.0
3598,2003-09-09,1.0
3599,2003-09-10,1.0
3600,2003-09-11,1.0
3601,2003-09-12,1.0
3602,2003-09-15,1.0
3603,2003-09-16,1.0
3604,2003-09-17,1.0
3605,2003-09-18,1.0
3606,2003-09-19,1.0
3607,2003-09-22,1.0
3608,2003-09-23,1.0
3609,2003-09-24,1.0
3610,2003-09-25,1.0
3611,2003-09-26,1.0
3612,2003-09-29,1.0
3613,2003-09-30,1.0
3614,2003-10-01,1.0
3615,2003-10-02,1.0
3616,2003-10-03,1.0
3617,2003-10-06,1.0
3618,2003-10-07,1.0
3619,2003-10-08,1.0
3620,2003-10-09,1.0
3621,2003-10-10,1.0
3622,2003-10-13,0.0
3623,2003-10-14,1.0
3624,2003-10-15,0.0
3625,2003-10-16,0.0
3626,2003-10-17,1.0
3627,2003-10-20,0.0
3628,2003-10-21,1.0
3629,2003-10-22,1.0
3630,2003-10-23,1.0
3631,2003-10-24,1.0
3632,2003-10-27,1.0
3633,2003-10-28,1.0
3634,2003-10-29,1.0
3635,2003-10-30,1.0
3636,2003-10-31,1.0
3637,2003-11-03,1.0
3638,2003-11-04,1.0
3639,2003-11-05,1.0
3640,2003-11-06,1.0
3641,2003-11-07,1.0
3642,2003-11-10,1.0
3643,2003-11-11,1.0
3644,2003-11-12,1.0
3645,2003-11-13,1.0
3646,2003-11-14,1.0
3647,2003-11-17,1.0
3648,2003-11-18,1.0
3649,2003-11-19,1.0
3650,2003-11-20,1.0
3651,2003-11-21,1.0
3652,2003-11-24,1.0
3653,2003-11-25,1.0
3654,2003-11-26,1.0
3655,2003-11-27,1.0
3656,2003-11-28,1.0
3657,2003-12-01,1.0
3658,2003-12-02,1.0
3659,2003-12-03,1.0
3660,2003-12-04,1.0
3661,2003-12-05,1.0
3662,2003-12-08,1.0
3663,2003-12-09,1.0
3664,2003-12-10,1.0
3665,2003-12-11,1.0
3666,2003-12-12,1.0
3667,2003-12-15,1.0
3668,2003-12-16,1.0
3669,2003-12-17,1.0
3670,2003-12-18,1.0
3671,2003-12-19,1.0
3672,2003-12-22,1.0
3673,2003-12-23,0.0
3674,2003-12-24,0.0
3675,2003-12-29,0.0
3676,2003-12-30,0.0
3677,2003-12-31,0.0
3678,2004-01-02,0.0
3679,2004-01-05,0.0
3680,2004-01-06,1.0
3681,2004-01-07,1.0
3682,2004-01-08,0.0
3683,2004-01-09,0.0
3684,2004-01-12,1.0
3685,2004-01-13,1.0
3686,2004-01-14,0.0
3687,2004-01-15,1.0
3688,2004-01-16,1.0
3689,2004-01-19,1.0
3690,2004-01-20,1.0
3691,2004-01-21,1.0
3692,2004-01-22,1.0
3693,2004-01-23,1.0
3694,2004-01-26,1.0
3695,2004-01-27,1.0
3696,2004-01-28,1.0
3697,2004-01-29,1.0
3698,2004-01-30,1.0
3699,2004-02-02,1.0
3700,2004-02-03,1.0
3701,2004-02-04,1.0
3702,2004-02-05,1.0
3703,2004-02-06,1.0
3704,2004-02-09,1.0
3705,2004-02-10,1.0
3706,2004-02-11,1.0
3707,2004-02-12,1.0
3708,2004-02-13,1.0
3709,2004-02-16,1.0
3710,2004-02-17,1.0
3711,2004-02-18,1.0
3712,2004-02-19,1.0
3713,2004-02-20,1.0
3714,2004-02-23,1.0
3715,2004-02-24,1.0
3716,2004-02-25,1.0
3717,2004-02-26,1.0
3718,2004-02-27,1.0
3719,2004-03-01,1.0
3720,2004-03-02,1.0
3721,2004-03-03,1.0
3722,2004-03-04,1.0
3723,2004-03-05,1.0
3724,2004-03-08,1.0
3725,2004-03-09,1.0
3726,2004-03-10,1.0
3727,2004-03-11,1.0
3728,2004-03-12,1.0
3729,2004-03-15,1.0
3730,2004-03-16,1.0
3731,2004-03-17,1.0
3732,2004-03-18,1.0
3733,2004-03-19,1.0
3734,2004-03-22,1.0
3735,2004-03-23,1.0
3736,2004-03-24,1.0
3737,2004-03-25,1.0
3738,2004-03-26,1.0
3739,2004-03-29,1.0
3740,2004-03-30,1.0
3741,2004-03-31,1.0
3742,2004-04-01,0.0
3743,2004-04-02,0.0
3744,2004-04-05,1.0
3745,2004-04-06,0.0
3746,2004-04-07,1.0
3747,2004-04-08,1.0
3748,2004-04-13,1.0
3749,2004-04-14,0.0
3750,2004-04-15,1.0
3751,2004-04-16,1.0
3752,2004-04-19,1.0
3753,2004-04-20,1.0
3754,2004-04-21,1.0
3755,2004-04-22,1.0
3756,2004-04-23,1.0
3757,2004-04-26,1.0
3758,2004-04-27,1.0
3759,2004-04-28,1.0
3760,2004-04-29,1.0
3761,2004-04-30,1.0
3762,2004-05-04,1.0
3763,2004-05-05,1.0
3764,2004-05-06,1.0
3765,2004-05-07,1.0
3766,2004-05-10,1.0
3767,2004-05-11,1.0
3768,2004-05-12,1.0
3769,2004-05-13,0.0
3770,2004-05-14,0.0
3771,2004-05-17,0.0
3772,2004-05-18,0.0
3773,2004-05-19,0.0
3774,2004-05-20,0.0
3775,2004-05-21,0.0
3776,2004-05-24,0.0
3777,2004-05-25,0.0
3778,2004-05-26,0.0
3779,2004-05-27,0.0
3780,2004-05-28,0.0
3781,2004-06-01,0.0
3782,2004-06-02,0.0
3783,2004-06-03,0.0
3784,2004-06-04,0.0
3785,2004-06-07,0.0
3786,2004-06-08,0.0
3787,2004-06-09,0.0
3788,2004-06-10,0.0
3789,2004-06-11,1.0
3790,2004-06-14,1.0
3791,2004-06-15,0.0
3792,2004-06-16,1.0
3793,2004-06-17,1.0
3794,2004-06-18,0.0
3795,2004-06-21,1.0
3796,2004-06-22,1.0
3797,2004-06-23,1.0
3798,2004-06-24,1.0
3799,2004-06-25,0.0
3800,2004-06-28,0.0
3801,2004-06-29,1.0
3802,2004-06-30,0.0
3803,2004-07-01,0.0
3804,2004-07-02,0.0
3805,2004-07-05,0.0
3806,2004-07-06,0.0
3807,2004-07-07,0.0
3808,2004-07-08,1.0
3809,2004-07-09,0.0
3810,2004-07-12,0.0
3811,2004-07-13,0.0
3812,2004-07-14,0.0
3813,2004-07-15,0.0
3814,2004-07-16,0.0
3815,2004-07-19,1.0
3816,2004-07-20,1.0
3817,2004-07-21,1.0
3818,2004-07-22,1.0
3819,2004-07-23,1.0
3820,2004-07-26,1.0
3821,2004-07-27,1.0
3822,2004-07-28,1.0
3823,2004-07-29,0.0
3824,2004-07-30,0.0
3825,2004-08-02,1.0
3826,2004-08-03,1.0
3827,2004-08-04,1.0
3828,2004-08-05,1.0
3829,2004-08-06,0.0
3830,2004-08-09,0.0
3831,2004-08-10,0.0
3832,2004-08-11,0.0
3833,2004-08-12,1.0
3834,2004-08-13,1.0
3835,2004-08-16,0.0
3836,2004-08-17,0.0
3837,2004-08-18,0.0
3838,2004-08-19,0.0
3839,2004-08-20,0.0
3840,2004-08-23,0.0
3841,2004-08-24,0.0
3842,2004-08-25,1.0
3843,2004-08-26,1.0
3844,2004-08-27,1.0
3845,2004-08-31,1.0
3846,2004-09-01,0.0
3847,2004-09-02,1.0
3848,2004-09-03,1.0
3849,2004-09-06,1.0
3850,2004-09-07,1.0
3851,2004-09-08,1.0
3852,2004-09-09,1.0
3853,2004-09-10,1.0
3854,2004-09-13,1.0
3855,2004-09-14,1.0
3856,2004-09-15,0.0
3857,2004-09-16,0.0
3858,2004-09-17,0.0
3859,2004-09-20,0.0
3860,2004-09-21,0.0
3861,2004-09-22,0.0
3862,2004-09-23,0.0
3863,2004-09-24,0.0
3864,2004-09-27,0.0
3865,2004-09-28,1.0
3866,2004-09-29,1.0
3867,2004-09-30,1.0
3868,2004-10-01,0.0
3869,2004-10-04,1.0
3870,2004-10-05,1.0
3871,2004-10-06,1.0
3872,2004-10-07,0.0
3873,2004-10-08,1.0
3874,2004-10-11,0.0
3875,2004-10-12,0.0
3876,2004-10-13,1.0
3877,2004-10-14,1.0
3878,2004-10-15,1.0
3879,2004-10-18,1.0
3880,2004-10-19,1.0
3881,2004-10-20,1.0
3882,2004-10-21,1.0
3883,2004-10-22,1.0
3884,2004-10-25,1.0
3885,2004-10-26,0.0
3886,2004-10-27,0.0
3887,2004-10-28,0.0
3888,2004-10-29,0.0
3889,2004-11-01,0.0
3890,2004-11-02,0.0
3891,2004-11-03,0.0
3892,2004-11-04,0.0
3893,2004-11-05,0.0
3894,2004-11-08,0.0
3895,2004-11-09,0.0
3896,2004-11-10,0.0
3897,2004-11-11,0.0
3898,2004-11-12,0.0
3899,2004-11-15,0.0
3900,2004-11-16,0.0
3901,2004-11-17,0.0
3902,2004-11-18,0.0
3903,2004-11-19,0.0
3904,2004-11-22,0.0
3905,2004-11-23,0.0
3906,2004-11-24,0.0
3907,2004-11-25,0.0
3908,2004-11-26,0.0
3909,2004-11-29,0.0
3910,2004-11-30,0.0
3911,2004-12-01,0.0
3912,2004-12-02,0.0
3913,2004-12-03,0.0
3914,2004-12-06,0.0
3915,2004-12-07,0.0
3916,2004-12-08,0.0
3917,2004-12-09,0.0
3918,2004-12-10,0.0
3919,2004-12-13,0.0
3920,2004-12-14,0.0
3921,2004-12-15,0.0
3922,2004-12-16,0.0
3923,2004-12-17,0.0
3924,2004-12-20,0.0
3925,2004-12-21,0.0
3926,2004-12-22,0.0
3927,2004-12-23,1.0
3928,2004-12-24,1.0
3929,2004-12-29,1.0
3930,2004-12-30,1.0
3931,2004-12-31,1.0
3932,2005-01-04,1.0
3933,2005-01-05,1.0
3934,2005-01-06,1.0
3935,2005-01-07,1.0
3936,2005-01-10,1.0
3937,2005-01-11,1.0
3938,2005-01-12,1.0
3939,2005-01-13,1.0
3940,2005-01-14,1.0
3941,2005-01-17,1.0
3942,2005-01-18,1.0
3943,2005-01-19,1.0
3944,2005-01-20,1.0
3945,2005-01-21,1.0
3946,2005-01-24,1.0
3947,2005-01-25,1.0
3948,2005-01-26,1.0
3949,2005-01-27,1.0
3950,2005-01-28,1.0
3951,2005-01-31,1.0
3952,2005-02-01,1.0
3953,2005-02-02,1.0
3954,2005-02-03,1.0
3955,2005-02-04,1.0
3956,2005-02-07,1.0
3957,2005-02-08,1.0
3958,2005-02-09,1.0
3959,2005-02-10,1.0
3960,2005-02-11,1.0
3961,2005-02-14,1.0
3962,2005-02-15,1.0
3963,2005-02-16,1.0
3964,2005-02-17,1.0
3965,2005-02-18,1.0
3966,2005-02-21,0.0
3967,2005-02-22,1.0
3968,2005-02-23,0.0
3969,2005-02-24,0.0
3970,2005-02-25,0.0
3971,2005-02-28,0.0
3972,2005-03-01,0.0
3973,2005-03-02,0.0
3974,2005-03-03,0.0
3975,2005-03-04,0.0
3976,2005-03-07,0.0
3977,2005-03-08,0.0
3978,2005-03-09,0.0
3979,2005-03-10,0.0
3980,2005-03-11,0.0
3981,2005-03-14,0.0
3982,2005-03-15,0.0
3983,2005-03-16,0.0
3984,2005-03-17,0.0
3985,2005-03-18,0.0
3986,2005-03-21,0.0
3987,2005-03-22,0.0
3988,2005-03-23,0.0
3989,2005-03-24,0.0
3990,2005-03-29,1.0
3991,2005-03-30,1.0
3992,2005-03-31,0.0
3993,2005-04-01,0.0
3994,2005-04-04,0.0
3995,2005-04-05,0.0
3996,2005-04-06,0.0
3997,2005-04-07,0.0
3998,2005-04-08,0.0
3999,2005-04-11,0.0
4000,2005-04-12,0.0
4001,2005-04-13,1.0
4002,2005-04-14,1.0
4003,2005-04-15,0.0
4004,2005-04-18,1.0
4005,2005-04-19,1.0
4006,2005-04-20,0.0
4007,2005-04-21,0.0
4008,2005-04-22,0.0
4009,2005-04-25,0.0
4010,2005-04-26,0.0
4011,2005-04-27,1.0
4012,2005-04-28,1.0
4013,2005-04-29,0.0
4014,2005-05-03,0.0
4015,2005-05-04,0.0
4016,2005-05-05,0.0
4017,2005-05-06,0.0
4018,2005-05-09,0.0
4019,2005-05-10,0.0
4020,2005-05-11,0.0
4021,2005-05-12,0.0
4022,2005-05-13,0.0
4023,2005-05-16,0.0
4024,2005-05-17,0.0
4025,2005-05-18,0.0
4026,2005-05-19,0.0
4027,2005-05-20,0.0
4028,2005-05-23,0.0
4029,2005-05-24,0.0
4030,2005-05-25,0.0
4031,2005-05-26,0.0
4032,2005-05-27,0.0
4033,2005-05-31,0.0
4034,2005-06-01,0.0
4035,2005-06-02,0.0
4036,2005-06-03,0.0
4037,2005-06-06,0.0
4038,2005-06-07,0.0
4039,2005-06-08,0.0
4040,2005-06-09,0.0
4041,2005-06-10,0.0
4042,2005-06-13,0.0
4043,2005-06-14,0.0
4044,2005-06-15,0.0
4045,2005-06-16,0.0
4046,2005-06-17,0.0
4047,2005-06-20,0.0
4048,2005-06-21,0.0
4049,2005-06-22,1.0
4050,2005-06-23,0.0
4051,2005-06-24,0.0
4052,2005-06-27,0.0
4053,2005-06-28,0.0
4054,2005-06-29,0.0
4055,2005-06-30,0.0
4056,2005-07-01,1.0
4057,2005-07-04,1.0
4058,2005-07-05,1.0
4059,2005-07-06,1.0
4060,2005-07-07,1.0
4061,2005-07-08,1.0
4062,2005-07-11,0.0
4063,2005-07-12,0.0
4064,2005-07-13,1.0
4065,2005-07-14,1.0
4066,2005-07-15,0.0
4067,2005-07-18,0.0
4068,2005-07-19,0.0
4069,2005-07-20,0.0
4070,2005-07-21,1.0
4071,2005-07-22,1.0
4072,2005-07-25,1.0
4073,2005-07-26,1.0
4074,2005-07-27,1.0
4075,2005-07-28,1.0
4076,2005-07-29,0.0
4077,2005-08-01,0.0
4078,2005-08-02,0.0
4079,2005-08-03,0.0
4080,2005-08-04,0.0
4081,2005-08-05,0.0
4082,2005-08-08,0.0
4083,2005-08-09,1.0
4084,2005-08-10,0.0
4085,2005-08-11,0.0
4086,2005-08-12,0.0
4087,2005-08-15,0.0
4088,2005-08-16,0.0
4089,2005-08-17,0.0
4090,2005-08-18,0.0
4091,2005-08-19,0.0
4092,2005-08-22,0.0
4093,2005-08-23,0.0
4094,2005-08-24,0.0
4095,2005-08-25,0.0
4096,2005-08-26,0.0
4097,2005-08-30,0.0
4098,2005-08-31,0.0
4099,2005-09-01,0.0
4100,2005-09-02,0.0
4101,2005-09-05,0.0
4102,2005-09-06,0.0
4103,2005-09-07,0.0
4104,2005-09-08,0.0
4105,2005-09-09,0.0
4106,2005-09-12,0.0
4107,2005-09-13,0.0
4108,2005-09-14,0.0
4109,2005-09-15,0.0
4110,2005-09-16,1.0
4111,2005-09-19,1.0
4112,2005-09-20,0.0
4113,2005-09-21,0.0
4114,2005-09-22,0.0
4115,2005-09-23,0.0
4116,2005-09-26,0.0
4117,2005-09-27,0.0
4118,2005-09-28,0.0
4119,2005-09-29,0.0
4120,2005-09-30,0.0
4121,2005-10-03,0.0
4122,2005-10-04,0.0
4123,2005-10-05,0.0
4124,2005-10-06,0.0
4125,2005-10-07,0.0
4126,2005-10-10,0.0
4127,2005-10-11,0.0
4128,2005-10-12,0.0
4129,2005-10-13,0.0
4130,2005-10-14,0.0
4131,2005-10-17,0.0
4132,2005-10-18,0.0
4133,2005-10-19,0.0
4134,2005-10-20,0.0
4135,2005-10-21,0.0
4136,2005-10-24,0.0
4137,2005-10-25,0.0
4138,2005-10-26,0.0
4139,2005-10-27,0.0
4140,2005-10-28,0.0
4141,2005-10-31,0.0
4142,2005-11-01,0.0
4143,2005-11-02,0.0
4144,2005-11-03,1.0
4145,2005-11-04,1.0
4146,2005-11-07,1.0
4147,2005-11-08,1.0
4148,2005-11-09,1.0
4149,2005-11-10,1.0
4150,2005-11-11,1.0
4151,2005-11-14,1.0
4152,2005-11-15,1.0
4153,2005-11-16,1.0
4154,2005-11-17,1.0
4155,2005-11-18,1.0
4156,2005-11-21,1.0
4157,2005-11-22,1.0
4158,2005-11-23,1.0
4159,2005-11-24,1.0
4160,2005-11-25,1.0
4161,2005-11-28,1.0
4162,2005-11-29,1.0
4163,2005-11-30,1.0
4164,2005-12-01,1.0
4165,2005-12-02,1.0
4166,2005-12-05,0.0
4167,2005-12-06,0.0
4168,2005-12-07,0.0
4169,2005-12-08,0.0
4170,2005-12-09,0.0
4171,2005-12-12,0.0
4172,2005-12-13,1.0
4173,2005-12-14,1.0
4174,2005-12-15,1.0
4175,2005-12-16,1.0
4176,2005-12-19,1.0
4177,2005-12-20,1.0
4178,2005-12-21,1.0
4179,2005-12-22,1.0
4180,2005-12-23,1.0
4181,2005-12-28,1.0
4182,2005-12-29,1.0
4183,2005-12-30,1.0
4184,2006-01-03,1.0
4185,2006-01-04,1.0
4186,2006-01-05,1.0
4187,2006-01-06,1.0
4188,2006-01-09,1.0
4189,2006-01-10,1.0
4190,2006-01-11,1.0
4191,2006-01-12,1.0
4192,2006-01-13,1.0
4193,2006-01-16,1.0
4194,2006-01-17,1.0
4195,2006-01-18,1.0
4196,2006-01-19,1.0
4197,2006-01-20,1.0
4198,2006-01-23,1.0
4199,2006-01-24,1.0
4200,2006-01-25,1.0
4201,2006-01-26,1.0
4202,2006-01-27,1.0
4203,2006-01-30,1.0
4204,2006-01-31,1.0
4205,2006-02-01,0.0
4206,2006-02-02,1.0
4207,2006-02-03,1.0
4208,2006-02-06,1.0
4209,2006-02-07,1.0
4210,2006-02-08,1.0
4211,2006-02-09,0.0
4212,2006-02-10,1.0
4213,2006-02-13,1.0
4214,2006-02-14,1.0
4215,2006-02-15,1.0
4216,2006-02-16,1.0
4217,2006-02-17,1.0
4218,2006-02-20,0.0
4219,2006-02-21,0.0
4220,2006-02-22,0.0
4221,2006-02-23,1.0
4222,2006-02-24,1.0
4223,2006-02-27,1.0
4224,2006-02-28,1.0
4225,2006-03-01,1.0
4226,2006-03-02,1.0
4227,2006-03-03,1.0
4228,2006-03-06,1.0
4229,2006-03-07,1.0
4230,2006-03-08,1.0
4231,2006-03-09,1.0
4232,2006-03-10,1.0
4233,2006-03-13,1.0
4234,2006-03-14,1.0
4235,2006-03-15,1.0
4236,2006-03-16,1.0
4237,2006-03-17,1.0
4238,2006-03-20,1.0
4239,2006-03-21,1.0
4240,2006-03-22,1.0
4241,2006-03-23,1.0
4242,2006-03-24,1.0
4243,2006-03-27,1.0
4244,2006-03-28,1.0
4245,2006-03-29,1.0
4246,2006-03-30,1.0
4247,2006-03-31,1.0
4248,2006-04-03,1.0
4249,2006-04-04,1.0
4250,2006-04-05,1.0
4251,2006-04-06,1.0
4252,2006-04-07,1.0
4253,2006-04-10,1.0
4254,2006-04-11,1.0
4255,2006-04-12,1.0
4256,2006-04-13,1.0
4257,2006-04-18,0.0
4258,2006-04-19,0.0
4259,2006-04-20,0.0
4260,2006-04-21,0.0
4261,2006-04-24,0.0
4262,2006-04-25,0.0
4263,2006-04-26,0.0
4264,2006-04-27,0.0
4265,2006-04-28,0.0
4266,2006-05-02,0.0
4267,2006-05-03,0.0
4268,2006-05-04,0.0
4269,2006-05-05,0.0
4270,2006-05-08,0.0
4271,2006-05-09,0.0
4272,2006-05-10,0.0
4273,2006-05-11,0.0
4274,2006-05-12,0.0
4275,2006-05-15,0.0
4276,2006-05-16,0.0
4277,2006-05-17,0.0
4278,2006-05-18,0.0
4279,2006-05-19,0.0
4280,2006-05-22,0.0
4281,2006-05-23,0.0
4282,2006-05-24,0.0
4283,2006-05-25,0.0
4284,2006-05-26,0.0
4285,2006-05-30,0.0
4286,2006-05-31,0.0
4287,2006-06-01,0.0
4288,2006-06-02,0.0
4289,2006-06-05,0.0
4290,2006-06-06,1.0
4291,2006-06-07,1.0
4292,2006-06-08,1.0
4293,2006-06-09,1.0
4294,2006-06-12,1.0
4295,2006-06-13,1.0
4296,2006-06-14,1.0
4297,2006-06-15,1.0
4298,2006-06-16,1.0
4299,2006-06-19,1.0
4300,2006-06-20,1.0
4301,2006-06-21,1.0
4302,2006-06-22,1.0
4303,2006-06-23,1.0
4304,2006-06-26,1.0
4305,2006-06-27,1.0
4306,2006-06-28,1.0
4307,2006-06-29,1.0
4308,2006-06-30,1.0
4309,2006-07-03,1.0
4310,2006-07-04,1.0
4311,2006-07-05,1.0
4312,2006-07-06,0.0
4313,2006-07-07,0.0
4314,2006-07-10,0.0
4315,2006-07-11,0.0
4316,2006-07-12,0.0
4317,2006-07-13,0.0
4318,2006-07-14,0.0
4319,2006-07-17,1.0
4320,2006-07-18,1.0
4321,2006-07-19,1.0
4322,2006-07-20,1.0
4323,2006-07-21,1.0
4324,2006-07-24,1.0
4325,2006-07-25,1.0
4326,2006-07-26,1.0
4327,2006-07-27,1.0
4328,2006-07-28,1.0
4329,2006-07-31,1.0
4330,2006-08-01,1.0
4331,2006-08-02,1.0
4332,2006-08-03,1.0
4333,2006-08-04,1.0
4334,2006-08-07,1.0
4335,2006-08-08,1.0
4336,2006-08-09,1.0
4337,2006-08-10,1.0
4338,2006-08-11,1.0
4339,2006-08-14,1.0
4340,2006-08-15,1.0
4341,2006-08-16,1.0
4342,2006-08-17,1.0
4343,2006-08-18,1.0
4344,2006-08-21,1.0
4345,2006-08-22,1.0
4346,2006-08-23,1.0
4347,2006-08-24,1.0
4348,2006-08-25,1.0
4349,2006-08-29,1.0
4350,2006-08-30,1.0
4351,2006-08-31,1.0
4352,2006-09-01,0.0
4353,2006-09-04,0.0
4354,2006-09-05,0.0
4355,2006-09-06,0.0
4356,2006-09-07,0.0
4357,2006-09-08,1.0
4358,2006-09-11,1.0
4359,2006-09-12,1.0
4360,2006-09-13,1.0
4361,2006-09-14,1.0
4362,2006-09-15,1.0
4363,2006-09-18,1.0
4364,2006-09-19,1.0
4365,2006-09-20,1.0
4366,2006-09-21,1.0
4367,2006-09-22,1.0
4368,2006-09-25,1.0
4369,2006-09-26,1.0
4370,2006-09-27,1.0
4371,2006-09-28,1.0
4372,2006-09-29,1.0
4373,2006-10-02,1.0
4374,2006-10-03,1.0
4375,2006-10-04,1.0
4376,2006-10-05,1.0
4377,2006-10-06,1.0
4378,2006-10-09,1.0
4379,2006-10-10,1.0
4380,2006-10-11,1.0
4381,2006-10-12,1.0
4382,2006-10-13,0.0
4383,2006-10-16,0.0
4384,2006-10-17,0.0
4385,2006-10-18,0.0
4386,2006-10-19,0.0
4387,2006-10-20,0.0
4388,2006-10-23,0.0
4389,2006-10-24,0.0
4390,2006-10-25,0.0
4391,2006-10-26,0.0
4392,2006-10-27,0.0
4393,2006-10-30,1.0
4394,2006-10-31,1.0
4395,2006-11-01,1.0
4396,2006-11-02,1.0
4397,2006-11-03,1.0
4398,2006-11-06,1.0
4399,2006-11-07,1.0
4400,2006-11-08,1.0
4401,2006-11-09,1.0
4402,2006-11-10,1.0
4403,2006-11-13,1.0
4404,2006-11-14,1.0
4405,2006-11-15,1.0
4406,2006-11-16,1.0
4407,2006-11-17,1.0
4408,2006-11-20,1.0
4409,2006-11-21,1.0
4410,2006-11-22,1.0
4411,2006-11-23,1.0
4412,2006-11-24,1.0
4413,2006-11-27,1.0
4414,2006-11-28,1.0
4415,2006-11-29,1.0
4416,2006-11-30,1.0
4417,2006-12-01,1.0
4418,2006-12-04,1.0
4419,2006-12-05,0.0
4420,2006-12-06,0.0
4421,2006-12-07,0.0
