,Unnamed: 0,NKY
8422,2004-02-09,10402.61
8423,2004-02-10,10365.4
8424,2004-02-12,10459.26
8425,2004-02-13,10557.69
8426,2004-02-16,10548.72
8427,2004-02-17,10701.13
8428,2004-02-18,10676.81
8429,2004-02-19,10753.8
8430,2004-02-20,10720.69
8431,2004-02-23,10868.96
8432,2004-02-24,10644.13
8433,2004-02-25,10658.73
8434,2004-02-26,10815.29
8435,2004-02-27,11041.92
8436,2004-03-01,11271.12
8437,2004-03-02,11361.51
8438,2004-03-03,11351.92
8439,2004-03-04,11401.79
8440,2004-03-05,11537.29
8441,2004-03-08,11502.86
8442,2004-03-09,11532.04
8443,2004-03-10,11433.24
8444,2004-03-11,11297.04
8445,2004-03-12,11162.75
8446,2004-03-15,11317.9
8447,2004-03-16,11242.29
8448,2004-03-17,11436.86
8449,2004-03-18,11484.28
8450,2004-03-19,11418.51
8451,2004-03-22,11318.51
8452,2004-03-23,11281.09
8453,2004-03-24,11364.99
8454,2004-03-25,11530.91
8455,2004-03-26,11770.65
8456,2004-03-29,11718.24
8457,2004-03-30,11693.68
8458,2004-03-31,11715.39
8459,2004-04-01,11683.42
8460,2004-04-02,11815.95
8461,2004-04-05,11958.32
8462,2004-04-06,12079.7
8463,2004-04-07,12019.62
8464,2004-04-08,12092.59
8465,2004-04-09,11897.51
8466,2004-04-12,12042.7
8467,2004-04-13,12127.82
8468,2004-04-14,12098.18
8469,2004-04-15,11800.4
8470,2004-04-16,11824.56
8471,2004-04-19,11764.21
8472,2004-04-20,11952.26
8473,2004-04-21,11944.3
8474,2004-04-22,11980.1
8475,2004-04-23,12120.66
8476,2004-04-26,12163.89
8477,2004-04-27,12044.88
8478,2004-04-28,12004.29
8479,2004-04-30,11761.79
8480,2004-05-06,11571.34
8481,2004-05-07,11438.82
8482,2004-05-10,10884.7
8483,2004-05-11,10907.18
8484,2004-05-12,11153.58
8485,2004-05-13,10825.1
8486,2004-05-14,10849.63
8487,2004-05-17,10505.05
8488,2004-05-18,10711.09
8489,2004-05-19,10967.74
8490,2004-05-20,10862.04
8491,2004-05-21,11070.25
8492,2004-05-24,11101.64
8493,2004-05-25,10962.93
8494,2004-05-26,11152.09
8495,2004-05-27,11166.03
8496,2004-05-28,11309.57
8497,2004-05-31,11236.37
8498,2004-06-01,11296.76
8499,2004-06-02,11242.34
8500,2004-06-03,11027.05
8501,2004-06-04,11128.05
8502,2004-06-07,11439.92
8503,2004-06-08,11521.93
8504,2004-06-09,11449.74
8505,2004-06-10,11575.97
8506,2004-06-11,11526.82
8507,2004-06-14,11491.66
8508,2004-06-15,11387.7
8509,2004-06-16,11641.72
8510,2004-06-17,11607.9
8511,2004-06-18,11382.08
8512,2004-06-21,11600.16
8513,2004-06-22,11581.27
8514,2004-06-23,11580.56
8515,2004-06-24,11744.15
8516,2004-06-25,11780.4
8517,2004-06-28,11884.06
8518,2004-06-29,11860.81
8519,2004-06-30,11858.87
8520,2004-07-01,11896.01
8521,2004-07-02,11721.49
8522,2004-07-05,11541.71
8523,2004-07-06,11475.27
8524,2004-07-07,11384.86
8525,2004-07-08,11322.23
8526,2004-07-09,11423.53
8527,2004-07-12,11582.28
8528,2004-07-13,11608.62
8529,2004-07-14,11356.65
8530,2004-07-15,11409.14
8531,2004-07-16,11436.0
8532,2004-07-20,11258.37
8533,2004-07-21,11433.86
8534,2004-07-22,11285.04
8535,2004-07-23,11187.33
8536,2004-07-26,11159.55
8537,2004-07-27,11031.54
8538,2004-07-28,11204.37
8539,2004-07-29,11116.84
8540,2004-07-30,11325.78
8541,2004-08-02,11222.24
8542,2004-08-03,11140.57
8543,2004-08-04,11010.02
8544,2004-08-05,11060.89
8545,2004-08-06,10972.57
8546,2004-08-09,10908.7
8547,2004-08-10,10953.55
8548,2004-08-11,11049.46
8549,2004-08-12,11028.07
8550,2004-08-13,10757.2
8551,2004-08-16,10687.81
8552,2004-08-17,10725.97
8553,2004-08-18,10774.26
8554,2004-08-19,10903.53
8555,2004-08-20,10889.14
8556,2004-08-23,10960.97
8557,2004-08-24,10985.33
8558,2004-08-25,11130.02
8559,2004-08-26,11129.33
8560,2004-08-27,11209.59
8561,2004-08-30,11184.53
8562,2004-08-31,11081.79
8563,2004-09-01,11127.35
8564,2004-09-02,11152.75
8565,2004-09-03,11022.49
8566,2004-09-06,11244.37
8567,2004-09-07,11298.94
8568,2004-09-08,11279.19
8569,2004-09-09,11170.96
8570,2004-09-10,11083.23
8571,2004-09-13,11253.11
8572,2004-09-14,11295.58
8573,2004-09-15,11158.58
8574,2004-09-16,11139.36
8575,2004-09-17,11082.49
8576,2004-09-21,11080.87
8577,2004-09-22,11019.41
8578,2004-09-24,10895.16
8579,2004-09-27,10859.32
8580,2004-09-28,10815.57
8581,2004-09-29,10786.1
8582,2004-09-30,10823.57
8583,2004-10-01,10985.17
8584,2004-10-04,11279.63
8585,2004-10-05,11281.83
8586,2004-10-06,11385.38
8587,2004-10-07,11354.59
8588,2004-10-08,11349.35
8589,2004-10-12,11201.81
8590,2004-10-13,11195.99
8591,2004-10-14,11034.29
8592,2004-10-15,10982.95
8593,2004-10-18,10965.62
8594,2004-10-19,11064.86
8595,2004-10-20,10882.18
8596,2004-10-21,10789.23
8597,2004-10-22,10857.13
8598,2004-10-25,10659.15
8599,2004-10-26,10672.46
8600,2004-10-27,10691.95
8601,2004-10-28,10853.12
8602,2004-10-29,10771.42
8603,2004-11-01,10734.71
8604,2004-11-02,10887.81
8605,2004-11-04,10946.27
8606,2004-11-05,11061.77
8607,2004-11-08,10983.83
8608,2004-11-09,10964.87
8609,2004-11-10,10994.96
8610,2004-11-11,10846.92
8611,2004-11-12,11019.98
8612,2004-11-15,11227.57
8613,2004-11-16,11161.75
8614,2004-11-17,11131.29
8615,2004-11-18,11082.42
8616,2004-11-19,11082.84
8617,2004-11-22,10849.39
8618,2004-11-24,10872.33
8619,2004-11-25,10900.34
8620,2004-11-26,10833.75
8621,2004-11-29,10977.89
8622,2004-11-30,10899.25
8623,2004-12-01,10784.25
8624,2004-12-02,10973.07
8625,2004-12-03,11074.89
8626,2004-12-06,10981.96
8627,2004-12-07,10873.63
8628,2004-12-08,10941.37
8629,2004-12-09,10776.63
8630,2004-12-10,10756.8
8631,2004-12-13,10789.25
8632,2004-12-14,10915.58
8633,2004-12-15,10956.46
8634,2004-12-16,10924.37
8635,2004-12-17,11078.32
8636,2004-12-20,11103.42
8637,2004-12-21,11125.92
8638,2004-12-22,11209.44
8639,2004-12-24,11365.48
8640,2004-12-27,11362.35
8641,2004-12-28,11424.13
8642,2004-12-29,11381.56
8643,2004-12-30,11488.76
8644,2005-01-04,11517.75
8645,2005-01-05,11437.52
8646,2005-01-06,11492.26
8647,2005-01-07,11433.24
8648,2005-01-11,11539.99
8649,2005-01-12,11453.39
8650,2005-01-13,11358.22
8651,2005-01-14,11438.39
8652,2005-01-17,11487.1
8653,2005-01-18,11423.26
8654,2005-01-19,11405.34
8655,2005-01-20,11284.77
8656,2005-01-21,11238.37
8657,2005-01-24,11289.49
8658,2005-01-25,11276.91
8659,2005-01-26,11376.57
8660,2005-01-27,11341.31
8661,2005-01-28,11320.58
8662,2005-01-31,11387.59
8663,2005-02-01,11384.4
8664,2005-02-02,11407.14
8665,2005-02-03,11389.35
8666,2005-02-04,11360.4
8667,2005-02-07,11499.86
8668,2005-02-08,11490.43
8669,2005-02-09,11473.35
8670,2005-02-10,11553.56
8671,2005-02-14,11632.2
8672,2005-02-15,11646.49
8673,2005-02-16,11601.68
8674,2005-02-17,11582.72
8675,2005-02-18,11660.12
8676,2005-02-21,11651.02
8677,2005-02-22,11597.71
8678,2005-02-23,11500.18
8679,2005-02-24,11531.15
8680,2005-02-25,11658.25
8681,2005-02-28,11740.6
8682,2005-03-01,11780.53
8683,2005-03-02,11813.71
8684,2005-03-03,11856.46
8685,2005-03-04,11873.05
8686,2005-03-07,11925.36
8687,2005-03-08,11886.91
8688,2005-03-09,11966.69
8689,2005-03-10,11864.91
8690,2005-03-11,11923.89
8691,2005-03-14,11850.25
8692,2005-03-15,11821.09
8693,2005-03-16,11873.18
8694,2005-03-17,11775.5
8695,2005-03-18,11879.81
8696,2005-03-22,11841.97
8697,2005-03-23,11739.12
8698,2005-03-24,11745.97
8699,2005-03-25,11761.1
8700,2005-03-28,11792.3
8701,2005-03-29,11599.82
8702,2005-03-30,11565.88
8703,2005-03-31,11668.95
8704,2005-04-01,11723.63
8705,2005-04-04,11667.54
8706,2005-04-05,11774.31
8707,2005-04-06,11827.16
8708,2005-04-07,11810.99
8709,2005-04-08,11874.75
8710,2005-04-11,11745.64
8711,2005-04-12,11670.3
8712,2005-04-13,11637.52
8713,2005-04-14,11563.17
8714,2005-04-15,11370.69
8715,2005-04-18,10938.44
8716,2005-04-19,11065.86
8717,2005-04-20,11088.58
8718,2005-04-21,10984.39
8719,2005-04-22,11045.95
8720,2005-04-25,11073.77
8721,2005-04-26,11035.83
8722,2005-04-27,11005.42
8723,2005-04-28,11008.9
8724,2005-05-02,11002.11
8725,2005-05-06,11192.17
8726,2005-05-09,11171.32
8727,2005-05-10,11159.46
8728,2005-05-11,11120.7
8729,2005-05-12,11077.94
8730,2005-05-13,11049.11
8731,2005-05-16,10947.22
8732,2005-05-17,10825.39
8733,2005-05-18,10835.41
8734,2005-05-19,11077.16
8735,2005-05-20,11037.29
8736,2005-05-23,11158.65
8737,2005-05-24,11133.65
8738,2005-05-25,11014.43
8739,2005-05-26,11027.94
8740,2005-05-27,11192.33
8741,2005-05-30,11266.33
8742,2005-05-31,11276.59
8743,2005-06-01,11329.67
8744,2005-06-02,11280.05
8745,2005-06-03,11300.05
8746,2005-06-06,11270.62
8747,2005-06-07,11217.45
8748,2005-06-08,11281.03
8749,2005-06-09,11160.88
8750,2005-06-10,11304.23
8751,2005-06-13,11311.51
8752,2005-06-14,11335.92
8753,2005-06-15,11415.88
8754,2005-06-16,11416.38
8755,2005-06-17,11514.03
8756,2005-06-20,11483.35
8757,2005-06-21,11488.74
8758,2005-06-22,11547.28
8759,2005-06-23,11576.75
8760,2005-06-24,11537.03
8761,2005-06-27,11414.28
8762,2005-06-28,11513.83
8763,2005-06-29,11577.44
8764,2005-06-30,11584.01
8765,2005-07-01,11630.13
8766,2005-07-04,11651.55
8767,2005-07-05,11616.7
8768,2005-07-06,11603.53
8769,2005-07-07,11590.14
8770,2005-07-08,11565.99
8771,2005-07-11,11674.79
8772,2005-07-12,11692.14
8773,2005-07-13,11659.84
8774,2005-07-14,11764.26
8775,2005-07-15,11758.68
8776,2005-07-19,11764.84
8777,2005-07-20,11789.35
8778,2005-07-21,11786.73
8779,2005-07-22,11695.05
8780,2005-07-25,11762.65
8781,2005-07-26,11737.96
8782,2005-07-27,11835.08
8783,2005-07-28,11858.31
8784,2005-07-29,11899.6
8785,2005-08-01,11946.92
8786,2005-08-02,11940.2
8787,2005-08-03,11981.8
8788,2005-08-04,11883.31
8789,2005-08-05,11766.48
8790,2005-08-08,11778.98
8791,2005-08-09,11900.32
8792,2005-08-10,12098.08
8793,2005-08-11,12263.32
8794,2005-08-12,12261.68
8795,2005-08-15,12256.55
8796,2005-08-16,12315.67
8797,2005-08-17,12273.12
8798,2005-08-18,12307.37
8799,2005-08-19,12291.73
8800,2005-08-22,12452.51
8801,2005-08-23,12472.93
8802,2005-08-24,12502.26
8803,2005-08-25,12405.16
8804,2005-08-26,12439.48
8805,2005-08-29,12309.83
8806,2005-08-30,12453.14
8807,2005-08-31,12413.6
8808,2005-09-01,12506.97
8809,2005-09-02,12600.0
8810,2005-09-05,12634.88
8811,2005-09-06,12599.43
8812,2005-09-07,12607.59
8813,2005-09-08,12533.89
8814,2005-09-09,12692.04
8815,2005-09-12,12896.43
8816,2005-09-13,12901.95
8817,2005-09-14,12834.25
8818,2005-09-15,12986.78
8819,2005-09-16,12958.68
8820,2005-09-20,13148.57
8821,2005-09-21,13196.57
8822,2005-09-22,13159.36
8823,2005-09-26,13392.63
8824,2005-09-27,13310.04
8825,2005-09-28,13435.91
8826,2005-09-29,13617.24
8827,2005-09-30,13574.3
8828,2005-10-03,13525.28
8829,2005-10-04,13738.84
8830,2005-10-05,13689.89
8831,2005-10-06,13359.51
8832,2005-10-07,13227.74
8833,2005-10-11,13556.71
8834,2005-10-12,13463.74
8835,2005-10-13,13449.24
8836,2005-10-14,13420.54
8837,2005-10-17,13400.29
8838,2005-10-18,13352.24
8839,2005-10-19,13129.49
8840,2005-10-20,13190.46
8841,2005-10-21,13199.95
8842,2005-10-24,13106.18
8843,2005-10-25,13280.62
8844,2005-10-26,13395.02
8845,2005-10-27,13417.08
8846,2005-10-28,13346.54
8847,2005-10-31,13606.5
8848,2005-11-01,13867.86
8849,2005-11-02,13894.78
8850,2005-11-04,14075.96
8851,2005-11-07,14061.6
8852,2005-11-08,14036.73
8853,2005-11-09,14072.2
8854,2005-11-10,14080.88
8855,2005-11-11,14155.06
8856,2005-11-14,14116.04
8857,2005-11-15,14091.77
8858,2005-11-16,14170.87
8859,2005-11-17,14411.79
8860,2005-11-18,14623.12
8861,2005-11-21,14680.43
8862,2005-11-22,14708.32
8863,2005-11-24,14742.58
8864,2005-11-25,14784.29
8865,2005-11-28,14986.94
8866,2005-11-29,14927.7
8867,2005-11-30,14872.15
8868,2005-12-01,15130.5
8869,2005-12-02,15421.6
8870,2005-12-05,15551.31
8871,2005-12-06,15423.38
8872,2005-12-07,15484.66
8873,2005-12-08,15183.36
8874,2005-12-09,15404.05
8875,2005-12-12,15738.7
8876,2005-12-13,15778.86
8877,2005-12-14,15464.58
8878,2005-12-15,15254.44
8879,2005-12-16,15173.07
8880,2005-12-19,15391.48
8881,2005-12-20,15641.26
8882,2005-12-21,15957.57
8883,2005-12-22,15941.37
8884,2005-12-26,16107.67
8885,2005-12-27,15969.4
8886,2005-12-28,16194.61
8887,2005-12-29,16344.2
8888,2005-12-30,16111.43
8889,2006-01-04,16361.54
8890,2006-01-05,16425.37
8891,2006-01-06,16428.21
8892,2006-01-10,16124.35
8893,2006-01-11,16363.59
8894,2006-01-12,16445.19
8895,2006-01-13,16454.95
8896,2006-01-16,16268.03
8897,2006-01-17,15805.95
8898,2006-01-18,15341.18
8899,2006-01-19,15696.28
8900,2006-01-20,15696.69
8901,2006-01-23,15360.65
8902,2006-01-24,15648.89
8903,2006-01-25,15651.0
8904,2006-01-26,15891.02
8905,2006-01-27,16460.68
8906,2006-01-30,16551.23
8907,2006-01-31,16649.82
8908,2006-02-01,16480.09
8909,2006-02-02,16710.55
8910,2006-02-03,16659.64
8911,2006-02-06,16747.76
8912,2006-02-07,16720.99
8913,2006-02-08,16272.68
8914,2006-02-09,16439.67
8915,2006-02-10,16257.83
8916,2006-02-13,15877.66
8917,2006-02-14,16184.87
8918,2006-02-15,15932.83
8919,2006-02-16,16043.67
8920,2006-02-17,15713.45
8921,2006-02-20,15437.93
8922,2006-02-21,15894.94
8923,2006-02-22,15781.78
8924,2006-02-23,16096.1
8925,2006-02-24,16101.91
8926,2006-02-27,16192.95
8927,2006-02-28,16205.43
8928,2006-03-01,15964.46
8929,2006-03-02,15909.76
8930,2006-03-03,15663.34
8931,2006-03-06,15901.16
8932,2006-03-07,15726.02
8933,2006-03-08,15627.49
8934,2006-03-09,16036.91
8935,2006-03-10,16115.63
8936,2006-03-13,16361.51
8937,2006-03-14,16238.36
8938,2006-03-15,16319.04
8939,2006-03-16,16096.21
8940,2006-03-17,16339.73
8941,2006-03-20,16624.8
8942,2006-03-22,16495.48
8943,2006-03-23,16489.37
8944,2006-03-24,16560.87
8945,2006-03-27,16650.1
8946,2006-03-28,16690.24
8947,2006-03-29,16938.41
8948,2006-03-30,17045.34
8949,2006-03-31,17059.66
8950,2006-04-03,17333.31
8951,2006-04-04,17292.91
8952,2006-04-05,17243.98
8953,2006-04-06,17489.33
8954,2006-04-07,17563.37
8955,2006-04-10,17456.58
8956,2006-04-11,17418.13
8957,2006-04-12,17162.55
8958,2006-04-13,17199.15
8959,2006-04-14,17233.82
8960,2006-04-17,17000.36
8961,2006-04-18,17232.86
8962,2006-04-19,17350.12
8963,2006-04-20,17317.53
8964,2006-04-21,17403.96
8965,2006-04-24,16914.4
8966,2006-04-25,16970.29
8967,2006-04-26,17055.93
8968,2006-04-27,17114.54
8969,2006-04-28,16906.23
8970,2006-05-01,16925.71
8971,2006-05-02,17153.77
8972,2006-05-08,17291.67
8973,2006-05-09,17190.91
8974,2006-05-10,16951.93
8975,2006-05-11,16862.14
8976,2006-05-12,16601.78
8977,2006-05-15,16486.91
8978,2006-05-16,16158.42
8979,2006-05-17,16307.67
8980,2006-05-18,16087.18
8981,2006-05-19,16155.45
8982,2006-05-22,15857.87
8983,2006-05-23,15599.2
8984,2006-05-24,15907.2
8985,2006-05-25,15693.75
8986,2006-05-26,15970.76
8987,2006-05-29,15915.68
8988,2006-05-30,15859.45
8989,2006-05-31,15467.33
8990,2006-06-01,15503.74
8991,2006-06-02,15789.31
8992,2006-06-05,15668.31
8993,2006-06-06,15384.86
8994,2006-06-07,15096.01
8995,2006-06-08,14633.03
8996,2006-06-09,14750.84
8997,2006-06-12,14833.01
8998,2006-06-13,14218.6
8999,2006-06-14,14309.56
9000,2006-06-15,14470.76
9001,2006-06-16,14879.34
9002,2006-06-19,14860.35
9003,2006-06-20,14648.41
9004,2006-06-21,14644.26
9005,2006-06-22,15135.69
9006,2006-06-23,15124.04
9007,2006-06-26,15152.4
9008,2006-06-27,15171.81
9009,2006-06-28,14886.11
9010,2006-06-29,15121.15
9011,2006-06-30,15505.18
9012,2006-07-03,15571.62
9013,2006-07-04,15638.5
9014,2006-07-05,15523.94
9015,2006-07-06,15321.4
9016,2006-07-07,15307.61
9017,2006-07-10,15552.81
9018,2006-07-11,15473.82
9019,2006-07-12,15249.32
9020,2006-07-13,15097.95
9021,2006-07-14,14845.24
9022,2006-07-18,14437.24
9023,2006-07-19,14500.26
9024,2006-07-20,14946.84
9025,2006-07-21,14821.26
9026,2006-07-24,14794.5
9027,2006-07-25,15005.24
9028,2006-07-26,14884.07
9029,2006-07-27,15179.78
9030,2006-07-28,15342.87
9031,2006-07-31,15456.81
9032,2006-08-01,15440.91
9033,2006-08-02,15464.29
9034,2006-08-03,15470.37
9035,2006-08-04,15499.18
9036,2006-08-07,15154.06
9037,2006-08-08,15464.66
9038,2006-08-09,15656.59
9039,2006-08-10,15630.91
9040,2006-08-11,15565.02
9041,2006-08-14,15857.11
9042,2006-08-15,15816.19
9043,2006-08-16,16071.36
9044,2006-08-17,16020.84
9045,2006-08-18,16105.98
9046,2006-08-21,15969.04
9047,2006-08-22,16181.17
9048,2006-08-23,16163.03
9049,2006-08-24,15960.62
9050,2006-08-25,15938.66
9051,2006-08-28,15762.59
9052,2006-08-29,15890.56
9053,2006-08-30,15872.02
9054,2006-08-31,16140.76
9055,2006-09-01,16134.25
9056,2006-09-04,16358.07
9057,2006-09-05,16385.96
9058,2006-09-06,16284.09
9059,2006-09-07,16012.41
9060,2006-09-08,16080.46
9061,2006-09-11,15794.38
9062,2006-09-12,15719.34
9063,2006-09-13,15750.05
9064,2006-09-14,15942.39
9065,2006-09-15,15866.93
9066,2006-09-19,15874.28
9067,2006-09-20,15718.67
9068,2006-09-21,15834.23
9069,2006-09-22,15634.67
9070,2006-09-25,15633.81
9071,2006-09-26,15557.45
9072,2006-09-27,15947.87
9073,2006-09-28,16024.85
9074,2006-09-29,16127.58
9075,2006-10-02,16254.29
9076,2006-10-03,16242.09
9077,2006-10-04,16082.55
9078,2006-10-05,16449.33
9079,2006-10-06,16436.06
9080,2006-10-10,16477.25
9081,2006-10-11,16400.57
9082,2006-10-12,16368.81
9083,2006-10-13,16536.54
