,Unnamed: 0,Open.Price,High.Price,Low.Price,Close.Price,Volume
3557,2003-07-07,4730.0,4785.0,4730.0,4775.0,
3558,2003-07-08,4770.0,4775.0,4750.0,4750.0,
3559,2003-07-09,4785.0,4790.0,4780.0,4780.0,
3560,2003-07-10,4790.0,4795.0,4770.0,4770.0,
3561,2003-07-11,4780.0,4820.0,4780.0,4800.0,
3562,2003-07-14,4820.0,4825.0,4810.0,4825.0,
3563,2003-07-15,4800.0,4810.0,4740.0,4740.0,
3564,2003-07-16,4760.0,4760.0,4730.0,4735.0,
3565,2003-07-17,4720.0,4730.0,4660.0,4685.0,
3566,2003-07-18,4680.0,4720.0,4670.0,4710.0,
3567,2003-07-21,4725.0,4725.0,4720.0,4720.0,
3568,2003-07-22,4710.0,4735.0,4710.0,4715.0,
3569,2003-07-23,4720.0,4775.0,4720.0,4765.0,
3570,2003-07-24,4770.1,4840.0,4770.0,4840.0,
3571,2003-07-25,4810.0,4820.0,4790.0,4815.0,
3572,2003-07-28,4830.0,4840.0,4825.0,4825.0,
3573,2003-07-29,4840.0,4840.0,4825.0,4835.0,
3574,2003-07-30,4830.0,4840.0,4740.0,4820.0,
3575,2003-07-31,4810.0,4820.0,4790.0,4820.0,
3576,2003-08-01,4820.0,4850.0,4800.0,4800.0,
3577,2003-08-04,4820.0,4820.0,4765.0,4765.0,
3578,2003-08-05,4790.0,4830.0,4790.0,4810.0,
3579,2003-08-06,4820.0,4820.0,4810.0,4820.0,
3580,2003-08-07,4840.0,4875.0,4840.0,4875.0,
3581,2003-08-08,4880.0,4910.0,4720.0,4730.0,
3582,2003-08-11,4755.0,4765.0,4755.0,4765.0,
3583,2003-08-12,4785.0,4790.0,4775.0,4775.0,
3584,2003-08-13,4770.0,4820.0,4770.0,4805.0,
3585,2003-08-14,4820.0,4825.0,4805.0,4815.0,
3586,2003-08-15,4830.0,4840.0,4780.0,4780.0,
3587,2003-08-18,4830.0,4840.0,4820.0,4825.0,
3588,2003-08-19,4835.0,4850.0,4830.0,4850.0,
3589,2003-08-20,4870.0,4930.0,4865.0,4870.0,
3590,2003-08-21,4860.0,4900.0,4850.0,4900.0,
3591,2003-08-22,4910.0,4920.0,4880.0,4890.0,
3592,2003-08-26,4900.0,4920.0,4870.0,4880.0,
3593,2003-08-27,4810.0,4850.0,4810.0,4845.0,
3594,2003-08-28,4870.0,4870.0,4820.0,4850.0,
3595,2003-08-29,4850.0,4900.0,4850.0,4890.0,
3596,2003-09-01,4890.0,4915.0,4890.0,4900.0,
3597,2003-09-02,4920.0,4940.0,4910.0,4930.0,
3598,2003-09-03,4920.0,4935.0,4910.0,4930.0,
3599,2003-09-04,4935.0,4935.0,4870.0,4865.0,
3600,2003-09-05,4840.0,4910.0,4840.0,4900.0,
3601,2003-09-08,4900.0,4900.0,4875.0,4880.0,
3602,2003-09-09,4890.0,4890.0,4840.0,4840.0,
3603,2003-09-10,4860.0,4865.0,4835.0,4835.0,
3604,2003-09-11,4910.0,4960.0,4910.0,4910.0,
3605,2003-09-12,4915.0,4920.0,4860.0,4870.0,
3606,2003-09-15,4880.0,4890.0,4860.8,4885.0,
3607,2003-09-16,4885.0,4905.0,4880.0,4890.0,
3608,2003-09-17,4900.0,4920.0,4900.0,4910.0,
3609,2003-09-18,4910.0,4915.0,4905.0,4910.0,
3610,2003-09-19,4920.0,4950.0,4920.0,4935.0,
3611,2003-09-22,4940.0,4950.0,4930.0,4935.0,
3612,2003-09-23,4935.0,4960.0,4930.0,4960.0,
3613,2003-09-24,4975.0,5050.0,4970.0,5040.0,
3614,2003-09-25,5030.0,5040.0,5015.0,5040.0,
3615,2003-09-26,5030.0,5035.0,5020.0,5025.0,
3616,2003-09-29,5020.0,5070.0,5020.0,5055.0,
3617,2003-09-30,5050.0,5060.0,5025.0,5035.0,
3618,2003-10-01,5030.0,5070.0,5030.0,5045.0,
3619,2003-10-02,5060.0,5080.0,5060.0,5070.0,
3620,2003-10-03,5090.0,5120.0,5090.0,5120.0,
3621,2003-10-06,5150.0,5180.0,5120.0,5135.0,
3622,2003-10-07,5185.0,5190.0,5150.0,5170.0,
3623,2003-10-08,5180.0,5200.0,5180.0,5180.0,
3624,2003-10-09,5230.0,5240.0,5200.0,5200.0,
3625,2003-10-10,5200.0,5250.0,5195.0,5250.0,
3626,2003-10-13,5280.0,5300.0,5280.0,5305.0,
3627,2003-10-14,5270.0,5300.0,5260.0,5260.0,
3628,2003-10-15,5290.0,5380.0,5280.0,5340.0,
3629,2003-10-16,5350.0,5400.0,5340.0,5395.0,
3630,2003-10-17,5355.0,5365.0,5280.0,5310.0,
3631,2003-10-20,5250.0,5330.0,5220.0,5335.0,
3632,2003-10-21,5320.0,5360.0,5300.0,5310.0,
3633,2003-10-22,5350.0,5360.0,5290.0,5335.0,
3634,2003-10-23,5200.0,5255.0,5190.0,5220.0,
3635,2003-10-24,5175.0,5210.0,5160.0,5170.0,
3636,2003-10-27,5245.0,5290.0,5210.0,5280.0,
3637,2003-10-28,5230.0,5280.0,5220.0,5220.0,
3638,2003-10-29,5240.0,5300.0,5240.0,5280.0,
3639,2003-10-30,5340.0,5355.0,5310.0,5320.0,
3640,2003-10-31,5315.0,5360.0,5310.0,5360.0,
3641,2003-11-03,5350.0,5360.0,5120.0,5170.0,
3642,2003-11-04,5160.0,5250.0,5160.0,5245.0,
3643,2003-11-05,5230.0,5240.0,5170.0,5200.0,
3644,2003-11-06,5150.0,5260.0,5150.0,5210.0,
3645,2003-11-07,5220.0,5250.0,5180.0,5225.0,
3646,2003-11-10,5220.0,5260.0,5220.0,5240.0,
3647,2003-11-11,5220.0,5280.0,5220.0,5280.0,
3648,2003-11-12,5260.0,5325.0,5260.0,5295.0,
3649,2003-11-13,5350.0,5380.0,5330.0,5325.0,
3650,2003-11-14,5330.0,5360.0,5325.0,5355.0,
3651,2003-11-17,5350.0,5350.0,5290.0,5285.0,
3652,2003-11-18,5300.0,5370.0,5300.0,5365.0,
3653,2003-11-19,5340.0,5345.0,5310.0,5330.0,
3654,2003-11-20,5340.0,5350.0,5240.0,5310.0,
3655,2003-11-21,5300.4,5370.0,5300.4,5355.0,
3656,2003-11-24,5350.0,5490.0,5340.0,5490.0,
3657,2003-11-25,5470.0,5470.0,5430.0,5445.0,
3658,2003-11-26,5480.0,5480.0,5430.0,5460.0,
3659,2003-11-27,5450.0,5490.0,5450.0,5490.0,
3660,2003-11-28,5410.0,5570.0,5410.0,5565.0,
3661,2003-12-01,5580.0,5595.0,5560.0,5595.0,
3662,2003-12-02,5600.0,5620.0,5580.0,5620.0,
3663,2003-12-03,5640.0,5690.0,5640.0,5670.0,
3664,2003-12-04,5690.0,5700.0,5660.0,5685.0,
3665,2003-12-05,5720.0,5820.0,5720.0,5820.0,
3666,2003-12-08,5840.0,5840.0,5730.0,5745.0,
3667,2003-12-09,5800.0,5820.0,5790.0,5795.0,
3668,2003-12-10,5800.0,5830.0,5790.0,5820.0,
3669,2003-12-11,5800.0,5810.0,5780.0,5790.0,34.0
3670,2003-12-12,5790.0,5900.0,5780.0,5900.0,45.0
3671,2003-12-15,5900.0,5950.0,5890.0,5940.0,
3672,2003-12-16,5930.0,6000.0,5930.0,5960.0,47.0
3673,2003-12-17,5970.0,6110.0,5970.0,6100.0,41.0
3674,2003-12-18,6140.0,6370.0,6140.0,6280.0,60.0
3675,2003-12-19,6320.0,6340.0,6150.0,6150.0,51.0
3676,2003-12-22,6170.0,6170.0,6060.0,6155.0,171.0
3677,2003-12-23,6120.0,6300.0,6100.0,6275.0,7.0
3678,2003-12-24,6290.0,6350.0,6290.0,6340.0,15.0
3679,2003-12-29,6370.0,6480.0,6370.0,6450.0,14.0
3680,2003-12-30,6440.0,6525.0,6425.0,6525.0,15.0
3681,2003-12-31,6570.0,6570.0,6520.0,6525.0,37.0
3682,2004-01-02,6580.0,6580.0,6550.0,6560.0,24.0
3683,2004-01-05,6560.0,6565.0,6475.0,6540.0,82.0
3684,2004-01-06,6530.0,6620.0,6150.0,6240.0,42.0
3685,2004-01-07,6250.0,6360.0,6150.0,6350.0,142.0
3686,2004-01-08,6360.0,6450.0,6295.0,6450.0,33.0
3687,2004-01-09,6500.0,6585.0,6500.0,6565.0,80.0
3688,2004-01-12,6550.0,6550.0,6440.0,6450.0,65.0
3689,2004-01-13,6470.0,6590.0,6450.0,6450.0,62.0
3690,2004-01-14,6480.0,6520.0,6450.0,6500.0,16.0
3691,2004-01-15,6480.0,6525.0,6260.0,6320.0,42.0
3692,2004-01-16,6325.0,6420.0,6325.0,6340.0,77.0
3693,2004-01-19,6420.0,6420.0,6350.0,6355.0,13.0
3694,2004-01-20,6340.0,6405.0,6340.0,6405.0,
3695,2004-01-21,6370.0,6450.0,6370.0,6405.0,1.0
3696,2004-01-22,6450.0,6480.0,6315.0,6315.0,70.0
3697,2004-01-23,6290.0,6350.0,6200.0,6210.0,72.0
3698,2004-01-26,6240.0,6310.0,6230.0,6280.0,17.0
3699,2004-01-27,6320.0,6320.0,6265.0,6275.0,78.0
3700,2004-01-28,6300.0,6470.0,6300.0,6400.0,34.0
3701,2004-01-29,6490.0,6510.0,6420.0,6420.0,61.0
3702,2004-01-30,6430.0,6500.0,6410.0,6480.0,44.0
3703,2004-02-02,6520.0,6530.0,6350.0,6350.0,16.0
3704,2004-02-03,6380.0,6440.0,6380.0,6440.0,25.0
3705,2004-02-04,6450.0,6480.0,6440.0,6440.0,5.0
3706,2004-02-05,6460.0,6480.0,6450.0,6450.0,40.0
3707,2004-02-06,6450.0,6460.0,6395.0,6455.0,33.0
3708,2004-02-09,6510.0,6570.0,6510.0,6545.0,42.0
3709,2004-02-10,6500.0,6525.0,6490.0,6515.0,26.0
3710,2004-02-11,6520.0,6560.0,6490.0,6495.0,28.0
3711,2004-02-12,6560.0,6630.0,6540.0,6620.0,39.0
3712,2004-02-13,6620.0,6720.0,6580.0,6690.0,49.0
3713,2004-02-16,6650.0,6700.0,6650.0,6670.0,98.0
3714,2004-02-17,6720.0,6780.0,6700.0,6760.0,
3715,2004-02-18,6820.0,6830.0,6590.0,6590.0,34.0
3716,2004-02-19,6600.0,6680.0,6580.0,6655.0,66.0
3717,2004-02-20,6660.0,6730.0,6650.0,6720.0,14.0
3718,2004-02-23,6650.0,6820.0,6650.0,6810.0,212.0
3719,2004-02-24,6790.0,6820.0,6790.0,6810.0,2.0
3720,2004-02-25,6860.0,6910.0,6850.0,6875.0,59.0
3721,2004-02-26,6820.0,6820.0,6780.0,6815.0,70.0
3722,2004-02-27,6825.0,6950.0,6800.0,6950.0,7.0
3723,2004-03-01,6950.0,7060.0,6950.0,6970.0,100.0
3724,2004-03-02,6940.0,7000.0,6930.0,6990.0,43.0
3725,2004-03-03,6950.0,6950.0,6800.0,6900.0,85.0
3726,2004-03-04,6900.0,6960.0,6870.0,6910.0,73.0
3727,2004-03-05,6860.0,6880.0,6800.0,6875.0,109.0
3728,2004-03-08,6900.0,6925.0,6890.0,6925.0,24.0
3729,2004-03-09,6925.0,6980.0,6900.0,6970.0,102.0
3730,2004-03-10,6990.0,7060.0,6990.0,7050.0,43.0
3731,2004-03-11,7040.0,7160.0,7015.0,7150.0,26.0
3732,2004-03-12,7150.0,7230.0,7150.0,7200.0,11.0
3733,2004-03-15,7210.0,7230.0,7210.0,7225.0,31.0
3734,2004-03-16,7260.0,7450.0,7260.0,7380.0,54.0
3735,2004-03-17,7550.0,7685.0,7530.0,7580.0,102.0
3736,2004-03-18,7700.0,7820.0,7700.0,7795.0,12.0
3737,2004-03-19,7880.0,7970.0,7850.0,7885.0,61.0
3738,2004-03-22,7915.0,8000.0,7890.0,7890.0,62.0
3739,2004-03-23,7850.0,8000.0,7700.0,7900.0,95.0
3740,2004-03-24,8000.0,8355.0,7970.0,8355.0,138.0
3741,2004-03-25,8250.0,8250.0,7970.0,8110.0,117.0
3742,2004-03-26,8100.0,8250.0,8000.0,8090.0,55.0
3743,2004-03-29,8200.0,8370.0,8200.0,8260.0,11.0
3744,2004-03-30,8270.0,8480.0,8270.0,8330.0,82.0
3745,2004-03-31,8400.0,8475.0,8400.0,8475.0,43.0
3746,2004-04-01,8550.0,8940.0,8525.0,8940.0,201.0
3747,2004-04-02,9100.0,9100.0,8700.0,8950.0,39.0
3748,2004-04-05,9000.0,9025.0,8625.0,8675.0,118.0
3749,2004-04-06,8650.0,9000.0,8650.0,9000.0,92.0
3750,2004-04-07,8900.0,8970.0,8650.0,8650.0,91.0
3751,2004-04-08,8800.0,8800.0,8150.0,8250.0,276.0
3752,2004-04-13,8250.0,8500.0,8250.0,8450.0,56.0
3753,2004-04-14,8400.0,9000.0,8400.0,8775.0,94.0
3754,2004-04-15,8850.0,8850.0,8400.0,8450.0,62.0
3755,2004-04-16,8400.0,8500.0,8300.0,8475.0,54.0
3756,2004-04-19,8500.0,8675.0,8500.0,8575.0,35.0
3757,2004-04-20,8550.0,8775.0,8550.0,8600.0,54.0
3758,2004-04-21,8600.0,8625.0,8200.0,8250.0,156.0
3759,2004-04-22,8150.0,8550.0,8150.0,8520.0,80.0
3760,2004-04-23,8550.0,8750.0,8550.0,8625.0,123.0
3761,2004-04-26,8675.0,8850.0,8670.0,8750.0,26.0
3762,2004-04-27,8650.0,8725.0,8649.0,8725.0,47.0
3763,2004-04-28,8710.0,8725.0,8400.0,8470.0,93.0
3764,2004-04-29,8500.0,8525.0,8425.0,8500.0,15.0
3765,2004-04-30,8650.0,8650.0,8450.0,8625.0,53.0
3766,2004-05-04,8500.0,8755.0,8500.0,8675.0,76.0
3767,2004-05-05,8675.0,8750.0,8650.0,8725.0,30.0
3768,2004-05-06,8800.0,8985.0,8800.0,8825.0,145.0
3769,2004-05-07,8790.0,8900.0,8650.0,8700.0,94.0
3770,2004-05-10,8650.0,8650.0,8400.0,8525.0,101.0
3771,2004-05-11,8695.0,8790.0,8695.0,8750.0,44.0
3772,2004-05-12,8775.0,8860.0,8740.0,8740.0,46.0
3773,2004-05-13,8700.0,8700.0,8650.0,8700.0,22.0
3774,2004-05-14,8750.0,8800.0,8750.0,8760.0,41.0
3775,2004-05-17,8750.0,8775.0,8675.0,8700.0,42.0
3776,2004-05-18,8750.0,8800.0,8700.0,8790.0,59.0
3777,2004-05-19,8825.0,8825.0,8750.0,8825.0,32.0
3778,2004-05-20,8900.0,9125.0,8900.0,8975.0,200.0
3779,2004-05-21,9000.0,9250.0,9000.0,9050.0,104.0
3780,2004-05-24,9100.0,9200.0,9100.0,9170.0,22.0
3781,2004-05-25,9200.0,9400.0,9200.0,9385.0,88.0
3782,2004-05-26,9300.0,9575.0,9300.0,9450.0,117.0
3783,2004-05-27,9550.0,9650.0,9450.0,9450.0,104.0
3784,2004-05-28,9475.0,9475.0,8950.0,9000.0,61.0
3785,2004-06-01,9000.0,9500.0,9000.0,9325.0,117.0
3786,2004-06-02,9350.0,9450.0,9175.0,9200.0,49.0
3787,2004-06-03,9350.0,9350.0,9200.0,9250.0,30.0
3788,2004-06-04,9200.0,9200.0,9050.0,9100.0,102.0
3789,2004-06-07,9175.0,9350.0,9175.0,9325.0,64.0
3790,2004-06-08,9300.0,9400.0,9300.0,9350.0,51.0
3791,2004-06-09,9375.0,9375.0,9100.0,9225.0,63.0
3792,2004-06-10,9100.0,9125.0,8700.0,8975.0,169.0
3793,2004-06-11,8900.0,8925.0,8500.0,8550.0,117.0
3794,2004-06-14,8550.0,8675.0,8400.0,8675.0,183.0
3795,2004-06-15,8675.0,8725.0,8600.0,8725.0,99.0
3796,2004-06-16,8625.0,8650.0,8500.0,8575.0,17.0
3797,2004-06-17,8650.0,8750.0,8550.0,8750.0,73.0
3798,2004-06-18,8850.0,9025.0,8850.0,8900.0,111.0
3799,2004-06-21,9000.0,9050.0,8550.0,8575.0,81.0
3800,2004-06-22,8550.0,8600.0,8380.0,8450.0,326.0
3801,2004-06-23,8500.0,8620.0,8470.0,8550.0,81.0
3802,2004-06-24,8600.0,8660.0,8570.0,8570.0,36.0
3803,2004-06-25,8650.0,8650.0,8550.0,8570.0,39.0
3804,2004-06-28,8600.0,8700.0,8600.0,8675.0,19.0
3805,2004-06-29,8700.0,8775.0,8550.0,8550.0,87.0
3806,2004-06-30,8600.0,8770.0,8600.0,8760.0,45.0
3807,2004-07-01,8800.0,8800.0,8750.0,8800.0,28.0
3808,2004-07-02,8700.0,8850.0,8675.0,8850.0,44.0
3809,2004-07-05,8900.0,8950.0,8850.0,8870.0,20.0
3810,2004-07-06,8950.0,8950.0,8875.0,8875.0,73.0
3811,2004-07-07,8825.0,8905.0,8800.0,8850.0,44.0
3812,2004-07-08,8900.0,8950.0,8430.0,8430.0,243.0
3813,2004-07-09,8500.0,8975.0,8500.0,8850.0,43.0
3814,2004-07-12,8875.0,8950.0,8850.0,8850.0,91.0
3815,2004-07-13,8900.0,8900.0,8825.0,8875.0,75.0
3816,2004-07-14,8850.0,8900.0,8800.0,8890.0,17.0
3817,2004-07-15,8900.0,8950.0,8850.0,8925.0,64.0
3818,2004-07-16,8950.0,8970.0,8650.0,8875.0,118.0
3819,2004-07-19,8925.0,8950.0,8725.0,8750.0,112.0
3820,2004-07-20,8800.0,8880.0,8800.0,8875.0,64.0
3821,2004-07-21,8925.0,9025.0,8700.0,8775.0,126.0
3822,2004-07-22,8750.0,8825.0,8700.0,8825.0,105.0
3823,2004-07-23,8775.0,8775.0,8410.0,8700.0,308.0
3824,2004-07-26,8600.0,8775.0,8600.0,8740.0,67.0
3825,2004-07-27,8700.0,8900.0,8700.0,8815.0,94.0
3826,2004-07-28,8800.0,8850.0,8750.0,8765.0,13.0
3827,2004-07-29,8800.0,8875.0,8800.0,8850.0,19.0
3828,2004-07-30,8900.0,8900.0,8810.0,8825.0,92.0
3829,2004-08-02,8825.0,8950.0,8730.0,8775.0,110.0
3830,2004-08-03,8800.0,8800.0,8680.0,8710.0,45.0
3831,2004-08-04,8725.0,8725.0,8625.0,8725.0,121.0
3832,2004-08-05,8525.0,8700.0,8525.0,8650.0,71.0
3833,2004-08-06,8620.0,8800.0,8600.0,8800.0,33.0
3834,2004-08-09,8775.0,8800.0,8700.0,8750.0,53.0
3835,2004-08-10,8725.0,8800.0,8675.0,8765.0,84.0
3836,2004-08-11,8790.0,8800.0,8770.0,8780.0,43.0
3837,2004-08-12,8750.0,8800.0,8750.0,8800.0,31.0
3838,2004-08-13,8775.0,8850.0,8775.0,8850.0,46.0
3839,2004-08-16,8850.0,9200.0,8850.0,9175.0,306.0
3840,2004-08-17,9200.0,9235.0,9000.0,9025.0,108.0
3841,2004-08-18,9000.0,9100.0,8950.0,9075.0,170.0
3842,2004-08-19,9050.0,9175.0,9025.0,9025.0,176.0
3843,2004-08-20,9050.0,9200.0,9025.0,9150.0,114.0
3844,2004-08-23,9075.0,9075.0,8950.0,8950.0,72.0
3845,2004-08-24,9050.0,9050.0,8940.0,8975.0,82.0
3846,2004-08-25,9000.0,9000.0,8920.0,8935.0,48.0
3847,2004-08-26,8950.0,8950.0,8700.0,8765.0,236.0
3848,2004-08-27,8700.0,8875.0,8700.0,8850.0,110.0
3849,2004-08-31,8850.0,8950.0,8825.0,8925.0,72.0
3850,2004-09-01,8950.0,9175.0,8950.0,9150.0,32.0
3851,2004-09-02,9150.0,9180.0,8900.0,8900.0,112.0
3852,2004-09-03,8925.0,8925.0,8825.0,8825.0,1.0
3853,2004-09-06,8750.0,8775.0,8500.0,8650.0,251.0
3854,2004-09-07,8600.0,8850.0,8600.0,8850.0,61.0
3855,2004-09-08,8850.0,8850.0,8725.0,8725.0,43.0
3856,2004-09-09,8775.0,8900.0,8775.0,8900.0,10.0
3857,2004-09-10,8900.0,8975.0,8890.0,8975.0,99.0
3858,2004-09-13,8975.0,9100.0,8900.0,9025.0,122.0
3859,2004-09-14,9075.0,9120.0,8950.0,8975.0,43.0
