,Unnamed: 0,SHSZ300
830,2005-06-23,893.57
831,2005-06-24,898.3
832,2005-06-27,916.04
833,2005-06-28,903.72
834,2005-06-29,898.9
835,2005-06-30,878.69
836,2005-07-01,859.49
837,2005-07-04,855.93
838,2005-07-05,849.68
839,2005-07-06,842.56
840,2005-07-07,844.73
841,2005-07-08,829.49
842,2005-07-11,824.1
843,2005-07-12,851.82
844,2005-07-13,846.23
845,2005-07-14,849.59
846,2005-07-15,841.0
847,2005-07-18,833.0
848,2005-07-19,835.61
849,2005-07-20,842.64
850,2005-07-21,843.99
851,2005-07-22,859.46
852,2005-07-25,856.86
853,2005-07-26,875.94
854,2005-07-27,894.01
855,2005-07-28,890.88
856,2005-07-29,888.16
857,2005-08-01,891.61
858,2005-08-02,903.6
859,2005-08-03,918.69
860,2005-08-04,904.15
861,2005-08-05,923.8
862,2005-08-08,927.07
863,2005-08-09,933.09
864,2005-08-10,940.18
865,2005-08-11,948.07
866,2005-08-12,937.0
867,2005-08-15,954.5
868,2005-08-16,942.3
869,2005-08-17,953.01
870,2005-08-18,920.67
871,2005-08-19,923.04
872,2005-08-22,931.67
873,2005-08-23,923.41
874,2005-08-24,930.65
875,2005-08-25,930.12
876,2005-08-26,928.26
877,2005-08-29,917.37
878,2005-08-30,914.88
879,2005-08-31,927.92
880,2005-09-01,944.56
881,2005-09-02,947.87
882,2005-09-05,952.72
883,2005-09-06,936.61
884,2005-09-07,952.76
885,2005-09-08,955.28
886,2005-09-09,949.07
887,2005-09-12,949.51
888,2005-09-13,963.77
889,2005-09-14,970.19
890,2005-09-15,969.6
891,2005-09-16,967.5
892,2005-09-19,971.14
893,2005-09-20,961.92
894,2005-09-21,944.41
895,2005-09-22,923.27
896,2005-09-23,916.15
897,2005-09-26,918.49
898,2005-09-27,904.21
899,2005-09-28,903.72
900,2005-09-29,915.98
901,2005-09-30,917.39
902,2005-10-10,907.32
903,2005-10-11,919.72
904,2005-10-12,923.49
905,2005-10-13,916.5
906,2005-10-14,904.83
907,2005-10-17,897.62
908,2005-10-18,902.37
909,2005-10-19,898.74
910,2005-10-20,899.91
911,2005-10-21,904.41
912,2005-10-24,906.65
913,2005-10-25,894.27
914,2005-10-26,875.82
915,2005-10-27,875.85
916,2005-10-28,867.73
917,2005-10-31,876.28
918,2005-11-01,872.87
919,2005-11-02,882.48
920,2005-11-03,874.58
921,2005-11-04,878.36
922,2005-11-07,877.28
923,2005-11-08,881.52
924,2005-11-09,879.25
925,2005-11-10,862.97
926,2005-11-11,864.79
927,2005-11-14,862.15
928,2005-11-15,856.63
929,2005-11-16,863.12
930,2005-11-17,862.66
931,2005-11-18,882.24
932,2005-11-21,883.87
933,2005-11-22,869.62
934,2005-11-23,876.23
935,2005-11-24,881.49
936,2005-11-25,884.11
937,2005-11-28,880.17
938,2005-11-29,871.31
939,2005-11-30,873.83
940,2005-12-01,873.07
941,2005-12-02,869.94
942,2005-12-05,859.61
943,2005-12-06,866.08
944,2005-12-07,873.84
945,2005-12-08,874.06
946,2005-12-09,887.36
947,2005-12-12,888.52
948,2005-12-13,889.1
949,2005-12-14,898.15
950,2005-12-15,896.43
951,2005-12-16,902.56
952,2005-12-19,902.91
953,2005-12-20,907.32
954,2005-12-21,903.14
955,2005-12-22,908.75
956,2005-12-23,915.89
957,2005-12-26,922.38
958,2005-12-27,919.36
959,2005-12-28,920.92
960,2005-12-29,932.03
961,2005-12-30,923.45
962,2006-01-04,941.43
963,2006-01-05,959.13
964,2006-01-06,970.03
965,2006-01-09,975.25
966,2006-01-10,978.15
967,2006-01-11,973.48
968,2006-01-12,983.72
969,2006-01-13,978.81
970,2006-01-16,961.44
971,2006-01-17,964.29
972,2006-01-18,983.62
973,2006-01-19,991.22
974,2006-01-20,993.34
975,2006-01-23,996.16
976,2006-01-24,999.09
977,2006-01-25,1009.6
978,2006-02-06,1033.23
979,2006-02-07,1029.94
980,2006-02-08,1033.07
981,2006-02-09,1019.6
982,2006-02-10,1032.34
983,2006-02-13,1031.61
984,2006-02-14,1038.53
985,2006-02-15,1041.66
986,2006-02-16,1020.12
987,2006-02-17,1020.37
988,2006-02-20,1021.64
989,2006-02-21,1038.82
990,2006-02-22,1037.88
991,2006-02-23,1041.37
992,2006-02-24,1049.44
993,2006-02-27,1047.85
994,2006-02-28,1053.01
995,2006-03-01,1056.62
996,2006-03-02,1038.67
997,2006-03-03,1041.68
998,2006-03-06,1038.87
999,2006-03-07,1014.97
1000,2006-03-08,1009.27
1001,2006-03-09,1004.34
1002,2006-03-10,1008.9
1003,2006-03-13,1019.86
1004,2006-03-14,1018.27
1005,2006-03-15,1028.96
1006,2006-03-16,1027.62
1007,2006-03-17,1024.02
1008,2006-03-20,1037.66
1009,2006-03-21,1040.76
1010,2006-03-22,1047.67
1011,2006-03-23,1048.54
1012,2006-03-24,1042.6
1013,2006-03-27,1050.71
1014,2006-03-28,1055.98
1015,2006-03-29,1065.29
1016,2006-03-30,1055.63
1017,2006-03-31,1061.09
1018,2006-04-03,1079.32
1019,2006-04-04,1089.37
1020,2006-04-05,1099.97
1021,2006-04-06,1103.24
1022,2006-04-07,1103.15
1023,2006-04-10,1117.91
1024,2006-04-11,1123.31
1025,2006-04-12,1117.07
1026,2006-04-13,1093.93
1027,2006-04-14,1118.61
1028,2006-04-17,1124.41
1029,2006-04-18,1131.28
1030,2006-04-19,1138.24
1031,2006-04-20,1134.38
1032,2006-04-21,1149.16
1033,2006-04-24,1142.7
1034,2006-04-25,1141.93
1035,2006-04-26,1155.73
1036,2006-04-27,1155.27
1037,2006-04-28,1172.35
1038,2006-05-08,1218.44
1039,2006-05-09,1251.61
1040,2006-05-10,1265.93
1041,2006-05-11,1255.04
1042,2006-05-12,1296.26
1043,2006-05-15,1352.15
1044,2006-05-16,1331.13
1045,2006-05-17,1335.52
1046,2006-05-18,1331.2
1047,2006-05-19,1366.1
1048,2006-05-22,1373.67
1049,2006-05-23,1317.65
1050,2006-05-24,1308.24
1051,2006-05-25,1307.7
1052,2006-05-26,1331.02
1053,2006-05-29,1366.29
1054,2006-05-30,1378.76
1055,2006-05-31,1365.45
1056,2006-06-01,1402.88
1057,2006-06-02,1390.12
1058,2006-06-05,1403.16
1059,2006-06-06,1399.14
1060,2006-06-07,1320.23
1061,2006-06-08,1325.98
1062,2006-06-09,1294.19
1063,2006-06-12,1297.67
1064,2006-06-13,1298.28
1065,2006-06-14,1283.88
1066,2006-06-15,1285.38
1067,2006-06-16,1318.01
1068,2006-06-19,1334.89
1069,2006-06-20,1338.22
1070,2006-06-21,1333.53
1071,2006-06-22,1331.55
1072,2006-06-23,1339.45
1073,2006-06-26,1363.41
1074,2006-06-27,1363.9
1075,2006-06-28,1362.88
1076,2006-06-29,1395.12
1077,2006-06-30,1393.96
1078,2006-07-03,1420.33
1079,2006-07-04,1411.01
1080,2006-07-05,1393.01
1081,2006-07-06,1418.68
1082,2006-07-07,1410.43
1083,2006-07-10,1412.12
1084,2006-07-11,1418.57
1085,2006-07-12,1419.2
1086,2006-07-13,1346.09
1087,2006-07-14,1357.13
1088,2006-07-17,1372.25
1089,2006-07-18,1373.42
1090,2006-07-19,1336.64
1091,2006-07-20,1345.19
1092,2006-07-21,1356.03
1093,2006-07-24,1358.12
1094,2006-07-25,1374.17
1095,2006-07-26,1371.3
1096,2006-07-27,1355.55
1097,2006-07-28,1341.39
1098,2006-07-31,1294.33
1099,2006-08-01,1282.06
1100,2006-08-02,1275.09
1101,2006-08-03,1271.74
1102,2006-08-04,1241.91
1103,2006-08-07,1224.1
1104,2006-08-08,1252.39
1105,2006-08-09,1251.3
1106,2006-08-10,1271.47
1107,2006-08-11,1275.65
1108,2006-08-14,1245.72
1109,2006-08-15,1265.86
1110,2006-08-16,1283.57
1111,2006-08-17,1271.63
1112,2006-08-18,1267.87
1113,2006-08-21,1270.56
1114,2006-08-22,1285.27
1115,2006-08-23,1285.68
1116,2006-08-24,1292.4
1117,2006-08-25,1295.44
1118,2006-08-28,1325.89
1119,2006-08-29,1330.15
1120,2006-08-30,1334.36
1121,2006-08-31,1338.46
1122,2006-09-01,1318.1
1123,2006-09-04,1337.24
1124,2006-09-05,1340.63
1125,2006-09-06,1346.37
1126,2006-09-07,1328.38
1127,2006-09-08,1331.78
1128,2006-09-11,1338.76
1129,2006-09-12,1347.64
1130,2006-09-13,1338.39
1131,2006-09-14,1338.14
1132,2006-09-15,1362.32
1133,2006-09-18,1375.21
1134,2006-09-19,1378.29
1135,2006-09-20,1378.46
1136,2006-09-21,1387.37
1137,2006-09-22,1374.85
1138,2006-09-25,1372.4
1139,2006-09-26,1357.65
1140,2006-09-27,1371.12
1141,2006-09-28,1386.84
1142,2006-09-29,1403.27
1143,2006-10-09,1436.07
1144,2006-10-10,1437.24
1145,2006-10-11,1435.91
1146,2006-10-12,1426.5
1147,2006-10-13,1430.88
1148,2006-10-16,1418.52
1149,2006-10-17,1414.47
1150,2006-10-18,1437.23
1151,2006-10-19,1439.36
1152,2006-10-20,1440.18
1153,2006-10-23,1408.71
1154,2006-10-24,1440.05
1155,2006-10-25,1446.82
1156,2006-10-26,1456.1
1157,2006-10-27,1439.05
1158,2006-10-30,1445.72
1159,2006-10-31,1464.47
1160,2006-11-01,1479.39
1161,2006-11-02,1479.66
1162,2006-11-03,1488.29
1163,2006-11-06,1507.89
1164,2006-11-07,1516.1
1165,2006-11-08,1498.17
1166,2006-11-09,1524.71
1167,2006-11-10,1504.06
1168,2006-11-13,1475.59
1169,2006-11-14,1493.78
1170,2006-11-15,1534.75
1171,2006-11-16,1533.08
1172,2006-11-17,1562.08
1173,2006-11-20,1593.16
1174,2006-11-21,1612.08
1175,2006-11-22,1624.03
1176,2006-11-23,1634.91
1177,2006-11-24,1636.58
1178,2006-11-27,1651.5
1179,2006-11-28,1644.04
1180,2006-11-29,1667.14
1181,2006-11-30,1714.36
1182,2006-12-01,1729.22
1183,2006-12-04,1780.74
1184,2006-12-05,1794.23
1185,2006-12-06,1779.41
1186,2006-12-07,1775.71
1187,2006-12-08,1711.58
1188,2006-12-11,1789.92
1189,2006-12-12,1802.79
1190,2006-12-13,1803.86
1191,2006-12-14,1836.14
1192,2006-12-15,1867.64
1193,2006-12-18,1916.11
1194,2006-12-19,1921.44
1195,2006-12-20,1936.55
1196,2006-12-21,1908.98
1197,2006-12-22,1895.64
1198,2006-12-25,1939.1
1199,2006-12-26,1938.24
1200,2006-12-27,1982.88
1201,2006-12-28,1979.93
1202,2006-12-29,2041.05
1203,2007-01-04,2067.09
1204,2007-01-05,2072.88
1205,2007-01-08,2131.56
1206,2007-01-09,2200.09
1207,2007-01-10,2255.97
1208,2007-01-11,2231.63
1209,2007-01-12,2173.75
1210,2007-01-15,2287.34
1211,2007-01-16,2353.87
1212,2007-01-17,2308.93
1213,2007-01-18,2317.09
1214,2007-01-19,2396.09
1215,2007-01-22,2491.31
1216,2007-01-23,2508.13
1217,2007-01-24,2536.43
1218,2007-01-25,2452.83
1219,2007-01-26,2512.92
1220,2007-01-29,2576.92
1221,2007-01-30,2551.88
1222,2007-01-31,2385.33
1223,2007-02-01,2395.17
1224,2007-02-02,2298.0
1225,2007-02-05,2271.8
1226,2007-02-06,2316.04
1227,2007-02-07,2369.79
1228,2007-02-08,2410.6
1229,2007-02-09,2397.25
1230,2007-02-12,2485.39
1231,2007-02-13,2522.63
1232,2007-02-14,2588.35
