,Unnamed: 0,LMNIDY
4301,2004-01-22,1.0
4302,2004-01-23,0.0
4303,2004-01-26,0.0
4304,2004-01-27,1.0
4305,2004-01-28,0.0
4306,2004-01-29,1.0
4307,2004-01-30,0.0
4308,2004-02-02,1.0
4309,2004-02-03,0.0
4310,2004-02-04,0.0
4311,2004-02-05,1.0
4312,2004-02-06,1.0
4313,2004-02-09,1.0
4314,2004-02-10,0.0
4315,2004-02-11,1.0
4316,2004-02-12,0.0
4317,2004-02-13,1.0
4318,2004-02-16,0.0
4319,2004-02-17,1.0
4320,2004-02-18,0.0
4321,2004-02-19,0.0
4322,2004-02-20,0.0
4323,2004-02-23,1.0
4324,2004-02-24,1.0
4325,2004-02-25,1.0
4326,2004-02-26,1.0
4327,2004-02-27,1.0
4328,2004-03-01,0.0
4329,2004-03-02,0.0
4330,2004-03-03,0.0
4331,2004-03-04,1.0
4332,2004-03-05,0.0
4333,2004-03-08,0.0
4334,2004-03-09,1.0
4335,2004-03-10,0.0
4336,2004-03-11,0.0
4337,2004-03-12,0.0
4338,2004-03-15,1.0
4339,2004-03-16,0.0
4340,2004-03-17,1.0
4341,2004-03-18,1.0
4342,2004-03-19,0.0
4343,2004-03-22,0.0
4344,2004-03-23,1.0
4345,2004-03-24,0.0
4346,2004-03-25,1.0
4347,2004-03-26,0.0
4348,2004-03-29,0.0
4349,2004-03-30,1.0
4350,2004-03-31,1.0
4351,2004-04-01,0.0
4352,2004-04-02,0.0
4353,2004-04-05,1.0
4354,2004-04-06,0.0
4355,2004-04-07,0.0
4356,2004-04-08,0.0
4357,2004-04-13,1.0
4358,2004-04-14,0.0
4359,2004-04-15,1.0
4360,2004-04-16,0.0
4361,2004-04-19,1.0
4362,2004-04-20,0.0
4363,2004-04-21,0.0
4364,2004-04-22,0.0
4365,2004-04-23,0.0
4366,2004-04-26,0.0
4367,2004-04-27,0.0
4368,2004-04-28,1.0
4369,2004-04-29,0.0
4370,2004-04-30,0.0
4371,2004-05-04,1.0
4372,2004-05-05,0.0
4373,2004-05-06,0.0
4374,2004-05-07,0.0
4375,2004-05-10,0.0
4376,2004-05-11,1.0
4377,2004-05-12,0.0
4378,2004-05-13,1.0
4379,2004-05-14,0.0
4380,2004-05-17,1.0
4381,2004-05-18,1.0
4382,2004-05-19,1.0
4383,2004-05-20,1.0
4384,2004-05-21,1.0
4385,2004-05-24,1.0
4386,2004-05-25,0.0
4387,2004-05-26,1.0
4388,2004-05-27,1.0
4389,2004-05-28,1.0
4390,2004-06-01,0.0
4391,2004-06-02,1.0
4392,2004-06-03,0.0
4393,2004-06-04,1.0
4394,2004-06-07,1.0
4395,2004-06-08,0.0
4396,2004-06-09,1.0
4397,2004-06-10,1.0
4398,2004-06-11,1.0
4399,2004-06-14,0.0
4400,2004-06-15,1.0
4401,2004-06-16,1.0
4402,2004-06-17,1.0
4403,2004-06-18,1.0
4404,2004-06-21,0.0
4405,2004-06-22,0.0
4406,2004-06-23,1.0
4407,2004-06-24,0.0
4408,2004-06-25,0.0
4409,2004-06-28,0.0
4410,2004-06-29,1.0
4411,2004-06-30,0.0
4412,2004-07-01,1.0
4413,2004-07-02,1.0
4414,2004-07-05,0.0
4415,2004-07-06,1.0
4416,2004-07-07,0.0
4417,2004-07-08,1.0
4418,2004-07-09,0.0
4419,2004-07-12,1.0
4420,2004-07-13,1.0
4421,2004-07-14,0.0
4422,2004-07-15,0.0
4423,2004-07-16,0.0
4424,2004-07-19,1.0
4425,2004-07-20,0.0
4426,2004-07-21,1.0
4427,2004-07-22,0.0
4428,2004-07-23,1.0
4429,2004-07-26,0.0
4430,2004-07-27,1.0
4431,2004-07-28,1.0
4432,2004-07-29,0.0
4433,2004-07-30,1.0
4434,2004-08-02,0.0
4435,2004-08-03,0.0
4436,2004-08-04,0.0
4437,2004-08-05,0.0
4438,2004-08-06,1.0
4439,2004-08-09,1.0
4440,2004-08-10,0.0
4441,2004-08-11,0.0
4442,2004-08-12,1.0
4443,2004-08-13,1.0
4444,2004-08-16,1.0
4445,2004-08-17,1.0
4446,2004-08-18,1.0
4447,2004-08-19,0.0
4448,2004-08-20,0.0
4449,2004-08-23,1.0
4450,2004-08-24,0.0
4451,2004-08-25,0.0
4452,2004-08-26,0.0
4453,2004-08-27,0.0
4454,2004-08-31,1.0
4455,2004-09-01,0.0
4456,2004-09-02,0.0
4457,2004-09-03,0.0
4458,2004-09-06,1.0
4459,2004-09-07,0.0
4460,2004-09-08,0.0
4461,2004-09-09,1.0
4462,2004-09-10,1.0
4463,2004-09-13,1.0
4464,2004-09-14,1.0
4465,2004-09-15,0.0
4466,2004-09-16,0.0
4467,2004-09-17,1.0
4468,2004-09-20,1.0
4469,2004-09-21,1.0
4470,2004-09-22,1.0
4471,2004-09-23,0.0
4472,2004-09-24,1.0
4473,2004-09-27,0.0
4474,2004-09-28,1.0
4475,2004-09-29,1.0
4476,2004-09-30,0.0
4477,2004-10-01,0.0
4478,2004-10-04,1.0
4479,2004-10-05,1.0
4480,2004-10-06,1.0
4481,2004-10-07,1.0
4482,2004-10-08,0.0
4483,2004-10-11,0.0
4484,2004-10-12,0.0
4485,2004-10-13,0.0
4486,2004-10-14,1.0
4487,2004-10-15,0.0
4488,2004-10-18,1.0
4489,2004-10-19,1.0
4490,2004-10-20,1.0
4491,2004-10-21,0.0
4492,2004-10-22,0.0
4493,2004-10-25,1.0
4494,2004-10-26,1.0
4495,2004-10-27,0.0
4496,2004-10-28,1.0
4497,2004-10-29,0.0
4498,2004-11-01,0.0
4499,2004-11-02,1.0
4500,2004-11-03,1.0
4501,2004-11-04,0.0
4502,2004-11-05,0.0
4503,2004-11-08,0.0
4504,2004-11-09,1.0
4505,2004-11-10,1.0
4506,2004-11-11,1.0
4507,2004-11-12,0.0
4508,2004-11-15,0.0
4509,2004-11-16,1.0
4510,2004-11-17,0.0
4511,2004-11-18,0.0
4512,2004-11-19,0.0
4513,2004-11-22,1.0
4514,2004-11-23,1.0
4515,2004-11-24,0.0
4516,2004-11-25,0.0
4517,2004-11-26,1.0
4518,2004-11-29,0.0
4519,2004-11-30,0.0
4520,2004-12-01,0.0
4521,2004-12-02,0.0
4522,2004-12-03,0.0
4523,2004-12-06,1.0
4524,2004-12-07,0.0
4525,2004-12-08,0.0
4526,2004-12-09,1.0
4527,2004-12-10,1.0
4528,2004-12-13,0.0
4529,2004-12-14,1.0
4530,2004-12-15,1.0
4531,2004-12-16,1.0
4532,2004-12-17,1.0
4533,2004-12-20,1.0
4534,2004-12-21,0.0
4535,2004-12-22,0.0
4536,2004-12-23,1.0
4537,2004-12-24,1.0
4538,2004-12-29,1.0
4539,2004-12-30,0.0
4540,2004-12-31,0.0
4541,2005-01-04,1.0
4542,2005-01-05,1.0
4543,2005-01-06,1.0
4544,2005-01-07,0.0
4545,2005-01-10,1.0
4546,2005-01-11,0.0
4547,2005-01-12,0.0
4548,2005-01-13,0.0
4549,2005-01-14,1.0
4550,2005-01-17,0.0
4551,2005-01-18,0.0
4552,2005-01-19,0.0
4553,2005-01-20,0.0
4554,2005-01-21,1.0
4555,2005-01-24,1.0
4556,2005-01-25,1.0
4557,2005-01-26,1.0
4558,2005-01-27,1.0
4559,2005-01-28,1.0
4560,2005-01-31,0.0
4561,2005-02-01,1.0
4562,2005-02-02,1.0
4563,2005-02-03,0.0
4564,2005-02-04,1.0
4565,2005-02-07,1.0
4566,2005-02-08,0.0
4567,2005-02-09,1.0
4568,2005-02-10,0.0
4569,2005-02-11,0.0
4570,2005-02-14,1.0
4571,2005-02-15,0.0
4572,2005-02-16,0.0
4573,2005-02-17,1.0
4574,2005-02-18,1.0
4575,2005-02-21,1.0
4576,2005-02-22,1.0
4577,2005-02-23,0.0
4578,2005-02-24,1.0
4579,2005-02-25,1.0
4580,2005-02-28,0.0
4581,2005-03-01,0.0
4582,2005-03-02,1.0
4583,2005-03-03,1.0
4584,2005-03-04,0.0
4585,2005-03-07,1.0
4586,2005-03-08,0.0
4587,2005-03-09,0.0
4588,2005-03-10,1.0
4589,2005-03-11,0.0
4590,2005-03-14,1.0
4591,2005-03-15,1.0
4592,2005-03-16,0.0
4593,2005-03-17,1.0
4594,2005-03-18,0.0
4595,2005-03-21,1.0
4596,2005-03-22,0.0
4597,2005-03-23,0.0
4598,2005-03-24,0.0
4599,2005-03-29,1.0
4600,2005-03-30,1.0
4601,2005-03-31,0.0
4602,2005-04-01,1.0
4603,2005-04-04,0.0
4604,2005-04-05,1.0
4605,2005-04-06,0.0
4606,2005-04-07,0.0
4607,2005-04-08,1.0
4608,2005-04-11,0.0
4609,2005-04-12,0.0
4610,2005-04-13,1.0
4611,2005-04-14,1.0
4612,2005-04-15,0.0
4613,2005-04-18,1.0
4614,2005-04-19,1.0
4615,2005-04-20,0.0
4616,2005-04-21,1.0
4617,2005-04-22,0.0
4618,2005-04-25,0.0
4619,2005-04-26,0.0
4620,2005-04-27,1.0
4621,2005-04-28,1.0
4622,2005-04-29,0.0
4623,2005-05-03,1.0
4624,2005-05-04,1.0
4625,2005-05-05,0.0
4626,2005-05-06,1.0
4627,2005-05-09,1.0
4628,2005-05-10,0.0
4629,2005-05-11,1.0
4630,2005-05-12,0.0
4631,2005-05-13,0.0
4632,2005-05-16,0.0
4633,2005-05-17,1.0
4634,2005-05-18,0.0
4635,2005-05-19,0.0
4636,2005-05-20,1.0
4637,2005-05-23,1.0
4638,2005-05-24,1.0
4639,2005-05-25,1.0
4640,2005-05-26,0.0
4641,2005-05-27,1.0
4642,2005-05-31,0.0
4643,2005-06-01,1.0
4644,2005-06-02,1.0
4645,2005-06-03,0.0
4646,2005-06-06,0.0
4647,2005-06-07,0.0
4648,2005-06-08,1.0
4649,2005-06-09,0.0
4650,2005-06-10,1.0
4651,2005-06-13,0.0
4652,2005-06-14,1.0
4653,2005-06-15,0.0
4654,2005-06-16,1.0
4655,2005-06-17,0.0
4656,2005-06-20,0.0
4657,2005-06-21,0.0
4658,2005-06-22,0.0
4659,2005-06-23,0.0
4660,2005-06-24,1.0
4661,2005-06-27,1.0
4662,2005-06-28,1.0
4663,2005-06-29,0.0
4664,2005-06-30,0.0
4665,2005-07-01,0.0
4666,2005-07-04,1.0
4667,2005-07-05,1.0
4668,2005-07-06,0.0
4669,2005-07-07,1.0
4670,2005-07-08,1.0
4671,2005-07-11,0.0
4672,2005-07-12,0.0
4673,2005-07-13,1.0
4674,2005-07-14,0.0
4675,2005-07-15,0.0
4676,2005-07-18,0.0
4677,2005-07-19,1.0
4678,2005-07-20,0.0
4679,2005-07-21,0.0
4680,2005-07-22,0.0
4681,2005-07-25,1.0
4682,2005-07-26,0.0
4683,2005-07-27,1.0
4684,2005-07-28,0.0
4685,2005-07-29,1.0
4686,2005-08-01,0.0
4687,2005-08-02,1.0
4688,2005-08-03,0.0
4689,2005-08-04,1.0
4690,2005-08-05,1.0
4691,2005-08-08,0.0
4692,2005-08-09,1.0
4693,2005-08-10,1.0
4694,2005-08-11,1.0
4695,2005-08-12,1.0
4696,2005-08-15,0.0
4697,2005-08-16,0.0
4698,2005-08-17,0.0
4699,2005-08-18,0.0
4700,2005-08-19,1.0
4701,2005-08-22,0.0
4702,2005-08-23,0.0
4703,2005-08-24,0.0
4704,2005-08-25,0.0
4705,2005-08-26,0.0
4706,2005-08-30,1.0
4707,2005-08-31,1.0
4708,2005-09-01,1.0
4709,2005-09-02,0.0
4710,2005-09-05,0.0
4711,2005-09-06,0.0
4712,2005-09-07,0.0
4713,2005-09-08,0.0
4714,2005-09-09,1.0
4715,2005-09-12,0.0
4716,2005-09-13,0.0
4717,2005-09-14,0.0
4718,2005-09-15,1.0
4719,2005-09-16,1.0
4720,2005-09-19,0.0
4721,2005-09-20,1.0
4722,2005-09-21,0.0
4723,2005-09-22,1.0
4724,2005-09-23,1.0
4725,2005-09-26,0.0
4726,2005-09-27,1.0
4727,2005-09-28,1.0
4728,2005-09-29,0.0
4729,2005-09-30,0.0
4730,2005-10-03,0.0
4731,2005-10-04,1.0
4732,2005-10-05,0.0
4733,2005-10-06,0.0
4734,2005-10-07,0.0
4735,2005-10-10,1.0
4736,2005-10-11,0.0
4737,2005-10-12,0.0
4738,2005-10-13,1.0
4739,2005-10-14,1.0
4740,2005-10-17,0.0
4741,2005-10-18,0.0
4742,2005-10-19,1.0
4743,2005-10-20,0.0
4744,2005-10-21,0.0
4745,2005-10-24,0.0
4746,2005-10-25,1.0
4747,2005-10-26,1.0
4748,2005-10-27,0.0
4749,2005-10-28,0.0
4750,2005-10-31,0.0
4751,2005-11-01,1.0
4752,2005-11-02,0.0
4753,2005-11-03,1.0
4754,2005-11-04,1.0
4755,2005-11-07,1.0
4756,2005-11-08,0.0
4757,2005-11-09,0.0
4758,2005-11-10,0.0
4759,2005-11-11,1.0
4760,2005-11-14,1.0
4761,2005-11-15,0.0
4762,2005-11-16,1.0
4763,2005-11-17,1.0
4764,2005-11-18,1.0
4765,2005-11-21,0.0
4766,2005-11-22,1.0
4767,2005-11-23,1.0
4768,2005-11-24,0.0
4769,2005-11-25,0.0
4770,2005-11-28,0.0
4771,2005-11-29,0.0
4772,2005-11-30,0.0
4773,2005-12-01,1.0
4774,2005-12-02,1.0
4775,2005-12-05,1.0
4776,2005-12-06,1.0
4777,2005-12-07,1.0
4778,2005-12-08,1.0
4779,2005-12-09,0.0
4780,2005-12-12,0.0
4781,2005-12-13,0.0
4782,2005-12-14,0.0
4783,2005-12-15,1.0
4784,2005-12-16,0.0
4785,2005-12-19,0.0
4786,2005-12-20,0.0
4787,2005-12-21,1.0
4788,2005-12-22,1.0
4789,2005-12-23,0.0
4790,2005-12-28,0.0
4791,2005-12-29,1.0
4792,2005-12-30,1.0
4793,2006-01-03,1.0
4794,2006-01-04,1.0
4795,2006-01-05,1.0
4796,2006-01-06,1.0
4797,2006-01-09,0.0
4798,2006-01-10,0.0
4799,2006-01-11,0.0
4800,2006-01-12,1.0
4801,2006-01-13,0.0
4802,2006-01-16,1.0
4803,2006-01-17,1.0
4804,2006-01-18,0.0
4805,2006-01-19,0.0
4806,2006-01-20,1.0
4807,2006-01-23,0.0
4808,2006-01-24,1.0
4809,2006-01-25,0.0
4810,2006-01-26,1.0
4811,2006-01-27,0.0
4812,2006-01-30,0.0
4813,2006-01-31,1.0
4814,2006-02-01,0.0
4815,2006-02-02,0.0
4816,2006-02-03,0.0
4817,2006-02-06,0.0
4818,2006-02-07,1.0
4819,2006-02-08,1.0
4820,2006-02-09,0.0
4821,2006-02-10,1.0
4822,2006-02-13,1.0
4823,2006-02-14,0.0
4824,2006-02-15,1.0
4825,2006-02-16,0.0
4826,2006-02-17,1.0
4827,2006-02-20,1.0
4828,2006-02-21,0.0
4829,2006-02-22,0.0
4830,2006-02-23,1.0
4831,2006-02-24,0.0
4832,2006-02-27,0.0
4833,2006-02-28,0.0
4834,2006-03-01,1.0
4835,2006-03-02,0.0
4836,2006-03-03,0.0
4837,2006-03-06,0.0
4838,2006-03-07,0.0
4839,2006-03-08,1.0
4840,2006-03-09,1.0
4841,2006-03-10,0.0
4842,2006-03-13,1.0
4843,2006-03-14,0.0
4844,2006-03-15,0.0
4845,2006-03-16,1.0
4846,2006-03-17,0.0
4847,2006-03-20,0.0
4848,2006-03-21,1.0
4849,2006-03-22,1.0
4850,2006-03-23,0.0
4851,2006-03-24,1.0
4852,2006-03-27,0.0
4853,2006-03-28,0.0
4854,2006-03-29,1.0
4855,2006-03-30,0.0
4856,2006-03-31,1.0
4857,2006-04-03,0.0
4858,2006-04-04,1.0
4859,2006-04-05,1.0
4860,2006-04-06,0.0
4861,2006-04-07,1.0
4862,2006-04-10,1.0
4863,2006-04-11,1.0
4864,2006-04-12,0.0
4865,2006-04-13,1.0
4866,2006-04-18,1.0
4867,2006-04-19,1.0
4868,2006-04-20,1.0
4869,2006-04-21,0.0
4870,2006-04-24,1.0
4871,2006-04-25,0.0
4872,2006-04-26,0.0
4873,2006-04-27,1.0
4874,2006-04-28,0.0
4875,2006-05-02,1.0
4876,2006-05-03,1.0
4877,2006-05-04,0.0
4878,2006-05-05,1.0
4879,2006-05-08,1.0
4880,2006-05-09,1.0
4881,2006-05-10,1.0
4882,2006-05-11,1.0
4883,2006-05-12,0.0
4884,2006-05-15,1.0
4885,2006-05-16,1.0
4886,2006-05-17,1.0
4887,2006-05-18,0.0
4888,2006-05-19,1.0
4889,2006-05-22,1.0
4890,2006-05-23,0.0
4891,2006-05-24,1.0
4892,2006-05-25,1.0
4893,2006-05-26,0.0
4894,2006-05-30,1.0
4895,2006-05-31,0.0
4896,2006-06-01,1.0
4897,2006-06-02,1.0
4898,2006-06-05,0.0
4899,2006-06-06,1.0
4900,2006-06-07,0.0
4901,2006-06-08,0.0
4902,2006-06-09,0.0
4903,2006-06-12,0.0
4904,2006-06-13,1.0
4905,2006-06-14,1.0
4906,2006-06-15,1.0
4907,2006-06-16,0.0
4908,2006-06-19,1.0
4909,2006-06-20,1.0
4910,2006-06-21,0.0
4911,2006-06-22,0.0
4912,2006-06-23,1.0
4913,2006-06-26,0.0
4914,2006-06-27,1.0
4915,2006-06-28,1.0
4916,2006-06-29,1.0
4917,2006-06-30,1.0
4918,2006-07-03,1.0
4919,2006-07-04,1.0
4920,2006-07-05,1.0
4921,2006-07-06,1.0
4922,2006-07-07,1.0
4923,2006-07-10,1.0
4924,2006-07-11,0.0
4925,2006-07-12,1.0
4926,2006-07-13,1.0
4927,2006-07-14,1.0
4928,2006-07-17,0.0
4929,2006-07-18,0.0
4930,2006-07-19,0.0
4931,2006-07-20,1.0
4932,2006-07-21,1.0
4933,2006-07-24,1.0
4934,2006-07-25,0.0
4935,2006-07-26,0.0
4936,2006-07-27,1.0
4937,2006-07-28,1.0
4938,2006-07-31,1.0
4939,2006-08-01,0.0
4940,2006-08-02,0.0
4941,2006-08-03,1.0
4942,2006-08-04,0.0
4943,2006-08-07,0.0
4944,2006-08-08,1.0
4945,2006-08-09,1.0
4946,2006-08-10,1.0
4947,2006-08-11,1.0
4948,2006-08-14,1.0
4949,2006-08-15,1.0
4950,2006-08-16,0.0
4951,2006-08-17,1.0
4952,2006-08-18,1.0
4953,2006-08-21,1.0
4954,2006-08-22,0.0
4955,2006-08-23,0.0
4956,2006-08-24,1.0
4957,2006-08-25,0.0
4958,2006-08-29,0.0
4959,2006-08-30,1.0
4960,2006-08-31,0.0
4961,2006-09-01,0.0
4962,2006-09-04,0.0
4963,2006-09-05,1.0
4964,2006-09-06,1.0
4965,2006-09-07,0.0
4966,2006-09-08,0.0
4967,2006-09-11,1.0
4968,2006-09-12,0.0
4969,2006-09-13,0.0
4970,2006-09-14,0.0
4971,2006-09-15,1.0
4972,2006-09-18,1.0
4973,2006-09-19,0.0
4974,2006-09-20,1.0
4975,2006-09-21,1.0
4976,2006-09-22,1.0
4977,2006-09-25,0.0
4978,2006-09-26,1.0
4979,2006-09-27,1.0
4980,2006-09-28,1.0
4981,2006-09-29,0.0
4982,2006-10-02,0.0
4983,2006-10-03,0.0
4984,2006-10-04,1.0
4985,2006-10-05,1.0
4986,2006-10-06,1.0
4987,2006-10-09,1.0
4988,2006-10-10,1.0
4989,2006-10-11,1.0
4990,2006-10-12,1.0
4991,2006-10-13,1.0
4992,2006-10-16,0.0
4993,2006-10-17,0.0
4994,2006-10-18,1.0
4995,2006-10-19,1.0
4996,2006-10-20,1.0
4997,2006-10-23,0.0
4998,2006-10-24,0.0
4999,2006-10-25,0.0
5000,2006-10-26,1.0
5001,2006-10-27,0.0
5002,2006-10-30,1.0
5003,2006-10-31,0.0
5004,2006-11-01,1.0
5005,2006-11-02,0.0
5006,2006-11-03,0.0
5007,2006-11-06,0.0
5008,2006-11-07,0.0
5009,2006-11-08,1.0
5010,2006-11-09,0.0
5011,2006-11-10,1.0
5012,2006-11-13,0.0
5013,2006-11-14,1.0
5014,2006-11-15,0.0
5015,2006-11-16,1.0
5016,2006-11-17,1.0
5017,2006-11-20,1.0
5018,2006-11-21,0.0
5019,2006-11-22,1.0
5020,2006-11-23,1.0
5021,2006-11-24,1.0
5022,2006-11-27,0.0
5023,2006-11-28,0.0
5024,2006-11-29,1.0
5025,2006-11-30,1.0
5026,2006-12-01,0.0
5027,2006-12-04,1.0
5028,2006-12-05,1.0
5029,2006-12-06,0.0
5030,2006-12-07,1.0
