,Unnamed: 0,Open,High,Low,Close,Volume,Open.Interest
3635,2003-12-09,,,,,,
3636,2003-12-10,,,,,,
3637,2003-12-11,,,,,,
3638,2003-12-12,,,,,,
3639,2003-12-15,,,,,,
3640,2003-12-16,,,,,,
3641,2003-12-17,,,,,,
3642,2003-12-18,,,,,,
3643,2003-12-19,,,,,,
3644,2003-12-22,,,,,,
3645,2003-12-23,,,,,,
3646,2003-12-24,,,,,,
3647,2003-12-25,,,,,,
3648,2003-12-26,,,,,,
3649,2003-12-29,,,,,,
3650,2003-12-30,,,,,,
3651,2003-12-31,,,,,,
3652,2004-01-01,,,,,,
3653,2004-01-02,,,,,,
3654,2004-01-05,,,,,,
3655,2004-01-06,,,,,,
3656,2004-01-07,,,,,,
3657,2004-01-08,,,,,,
3658,2004-01-09,,,,,,
3659,2004-01-12,,,,,,
3660,2004-01-13,,,,,,
3661,2004-01-14,,,,,,
3662,2004-01-15,,,,,,
3663,2004-01-16,,,,,,
3664,2004-01-19,,,,,,
3665,2004-01-20,,,,,,
3666,2004-01-21,,,,,,
3667,2004-01-22,,,,,,
3668,2004-01-23,,,,,,
3669,2004-01-26,,,,,,
3670,2004-01-27,,,,,,
3671,2004-01-28,,,,,,
3672,2004-01-29,,,,,,
3673,2004-01-30,,,,,,
3674,2004-02-02,,,,,,
3675,2004-02-03,,,,,,
3676,2004-02-04,,,,,,
3677,2004-02-05,,,,,,
3678,2004-02-06,,,,,,
3679,2004-02-09,,,,,,
3680,2004-02-10,,,,,,
3681,2004-02-11,,,,,,
3682,2004-02-12,,,,,,
3683,2004-02-13,,,,,,
3684,2004-02-16,,,,,,
3685,2004-02-17,,,,,,
3686,2004-02-18,,,,,,
3687,2004-02-19,,,,,,
3688,2004-02-20,,,,,,
3689,2004-02-23,,,,,,
3690,2004-02-24,,,,,,
3691,2004-02-25,,,,,,
3692,2004-02-26,,,,,,
3693,2004-02-27,,,,,,
3694,2004-03-01,,,,,,
3695,2004-03-02,,,,,,
3696,2004-03-03,,,,,,
3697,2004-03-04,,,,,,
3698,2004-03-05,,,,,,
3699,2004-03-08,,,,,,
3700,2004-03-09,,,,,,
3701,2004-03-10,,,,,,
3702,2004-03-11,,,,,,
3703,2004-03-12,,,,,,
3704,2004-03-15,,,,,,
3705,2004-03-16,,,,,,
3706,2004-03-17,,,,,,
3707,2004-03-18,,,,,,
3708,2004-03-19,,,,,,
3709,2004-03-22,,,,,,
3710,2004-03-23,,,,,,
3711,2004-03-24,,,,,,
3712,2004-03-25,,,,,,
3713,2004-03-26,,,,,,
3714,2004-03-29,,,,,,
3715,2004-03-30,,,,,,
3716,2004-03-31,,,,,,
3717,2004-04-01,,,,,,
3718,2004-04-02,,,,,,
3719,2004-04-05,,,,,,
3720,2004-04-06,,,,,,
3721,2004-04-07,,,,,,
3722,2004-04-08,,,,,,
3723,2004-04-09,,,,,,
3724,2004-04-12,,,,,,
3725,2004-04-13,,,,,,
3726,2004-04-14,,,,,,
3727,2004-04-15,,,,,,
3728,2004-04-16,,,,,,
3729,2004-04-19,,,,,,
3730,2004-04-20,,,,,,
3731,2004-04-21,,,,,,
3732,2004-04-22,,,,,,
3733,2004-04-23,,,,,,
3734,2004-04-26,,,,,,
3735,2004-04-27,,,,,,
3736,2004-04-28,,,,,,
3737,2004-04-29,,,,,,
3738,2004-04-30,,,,,,
3739,2004-05-03,,,,,,
3740,2004-05-04,,,,,,
3741,2004-05-05,,,,,,
3742,2004-05-06,,,,,,
3743,2004-05-07,,,,,,
3744,2004-05-10,,,,,,
3745,2004-05-11,,,,,,
3746,2004-05-12,,,,,,
3747,2004-05-13,,,,,,
3748,2004-05-14,,,,,,
3749,2004-05-17,,,,,,
3750,2004-05-18,,,,,,
3751,2004-05-19,,,,,,
3752,2004-05-20,,,,,,
3753,2004-05-21,,,,,,
3754,2004-05-24,,,,,,
3755,2004-05-25,,,,,,
3756,2004-05-26,,,,,,
3757,2004-05-27,,,,,,
3758,2004-05-28,,,,,,
3759,2004-05-31,,,,,,
3760,2004-06-01,,,,,,
3761,2004-06-02,,,,,,
3762,2004-06-03,,,,,,
3763,2004-06-04,,,,,,
3764,2004-06-07,,,,,,
3765,2004-06-08,,,,,,
3766,2004-06-09,,,,,,
3767,2004-06-10,,,,,,
3768,2004-06-11,,,,,,
3769,2004-06-14,,,,,,
3770,2004-06-15,,,,,,
3771,2004-06-16,,,,,,
3772,2004-06-17,,,,,,
3773,2004-06-18,,,,,,
3774,2004-06-21,,,,,,
3775,2004-06-22,,,,,,
3776,2004-06-23,,,,,,
3777,2004-06-24,,,,,,
3778,2004-06-25,,,,,,
3779,2004-06-28,,,,,,
3780,2004-06-29,,,,,,
3781,2004-06-30,,,,,,
3782,2004-07-01,,,,,,
3783,2004-07-02,,,,,,
3784,2004-07-05,,,,,,
3785,2004-07-06,,,,,,
3786,2004-07-07,,,,,,
3787,2004-07-08,,,,,,
3788,2004-07-09,,,,,,
3789,2004-07-12,,,,,,
3790,2004-07-13,,,,,,
3791,2004-07-14,,,,,,
3792,2004-07-15,,,,,,
3793,2004-07-16,,,,,,
3794,2004-07-19,,,,,,
3795,2004-07-20,,,,,,
3796,2004-07-21,,,,,,
3797,2004-07-22,,,,,,
3798,2004-07-23,,,,,,
3799,2004-07-26,,,,,,
3800,2004-07-27,,,,,,
3801,2004-07-28,,,,,,
3802,2004-07-29,,,,,,
3803,2004-07-30,,,,,,
3804,2004-08-02,,,,,,
3805,2004-08-03,,,,,,
3806,2004-08-04,,,,,,
3807,2004-08-05,,,,,,
3808,2004-08-06,,,,,,
3809,2004-08-09,,,,,,
3810,2004-08-10,,,,,,
3811,2004-08-11,,,,,,
3812,2004-08-12,,,,,,
3813,2004-08-13,,,,,,
3814,2004-08-16,,,,,,
3815,2004-08-17,,,,,,
3816,2004-08-18,,,,,,
3817,2004-08-19,,,,,,
3818,2004-08-20,,,,,,
3819,2004-08-23,,,,,,
3820,2004-08-24,,,,,,
3821,2004-08-25,,,,,,
3822,2004-08-26,,,,,,
3823,2004-08-27,,,,,,
3824,2004-08-30,,,,,,
3825,2004-08-31,,,,,,
3826,2004-09-01,,,,,,
3827,2004-09-02,,,,,,
3828,2004-09-03,,,,,,
3829,2004-09-06,,,,,,
3830,2004-09-07,,,,,,
3831,2004-09-08,,,,,,
3832,2004-09-09,,,,,,
3833,2004-09-10,,,,,,
3834,2004-09-13,,,,,,
3835,2004-09-14,,,,,,
3836,2004-09-15,,,,,,
3837,2004-09-16,,,,,,
3838,2004-09-17,,,,,,
3839,2004-09-20,,,,,,
3840,2004-09-21,,,,,,
3841,2004-09-22,,,,,,
3842,2004-09-23,,,,,,
3843,2004-09-24,,,,,,
3844,2004-09-27,,,,,,
3845,2004-09-28,,,,,,
3846,2004-09-29,,,,,,
3847,2004-09-30,,,,,,
3848,2004-10-01,,,,,,
3849,2004-10-04,,,,,,
3850,2004-10-05,,,,,,
3851,2004-10-06,,,,,,
3852,2004-10-07,,,,,,
3853,2004-10-08,,,,,,
3854,2004-10-11,,,,,,
3855,2004-10-12,,,,,,
3856,2004-10-13,,,,,,
3857,2004-10-14,,,,,,
3858,2004-10-15,,,,,,
3859,2004-10-18,,,,,,
3860,2004-10-19,,,,,,
3861,2004-10-20,,,,,,
3862,2004-10-21,,,,,,
3863,2004-10-22,,,,,,
3864,2004-10-25,,,,,,
3865,2004-10-26,,,,,,
3866,2004-10-27,,,,,,
3867,2004-10-28,,,,,,
3868,2004-10-29,,,,,,
3869,2004-11-01,,,,,,
3870,2004-11-02,,,,,,
3871,2004-11-03,,,,,,
3872,2004-11-04,,,,,,
3873,2004-11-05,,,,,,
3874,2004-11-08,,,,,,
3875,2004-11-09,,,,,,
3876,2004-11-10,,,,,,
3877,2004-11-11,,,,,,
3878,2004-11-12,,,,,,
3879,2004-11-15,,,,,,
3880,2004-11-16,,,,,,
3881,2004-11-17,,,,,,
3882,2004-11-18,,,,,,
3883,2004-11-19,,,,,,
3884,2004-11-22,,,,,,
3885,2004-11-23,,,,,,
3886,2004-11-24,,,,,,
3887,2004-11-25,,,,,,
3888,2004-11-26,,,,,,
3889,2004-11-29,,,,,,
3890,2004-11-30,,,,,,
3891,2004-12-01,,,,,,
3892,2004-12-02,,,,,,
3893,2004-12-03,,,,,,
3894,2004-12-06,,,,,,
3895,2004-12-07,,,,,,
3896,2004-12-08,,,,,,
3897,2004-12-09,,,,,,
3898,2004-12-10,,,,,,
3899,2004-12-13,,,,,,
3900,2004-12-14,,,,,,
3901,2004-12-15,,,,,,
3902,2004-12-16,,,,,,
3903,2004-12-17,,,,,,
3904,2004-12-20,,,,,,
3905,2004-12-21,,,,,,
3906,2004-12-22,,,,,,
3907,2004-12-23,,,,,,
3908,2004-12-24,,,,,,
3909,2004-12-27,,,,,,
3910,2004-12-28,,,,,,
3911,2004-12-29,,,,,,
3912,2004-12-30,,,,,,
3913,2004-12-31,,,,,,
3914,2005-01-03,,,,,,
3915,2005-01-04,,,,,,
3916,2005-01-05,,,,,,
3917,2005-01-06,,,,,,
3918,2005-01-07,,,,,,
3919,2005-01-10,,,,,,
3920,2005-01-11,,,,,,
3921,2005-01-12,,,,,,
3922,2005-01-13,,,,,,
3923,2005-01-14,,,,,,
3924,2005-01-17,,,,,,
3925,2005-01-18,,,,,,
3926,2005-01-19,,,,,,
3927,2005-01-20,,,,,,
3928,2005-01-21,,,,,,
3929,2005-01-24,,,,,,
3930,2005-01-25,,,,,,
3931,2005-01-26,,,,,,
3932,2005-01-27,,,,,,
3933,2005-01-28,,,,,,
3934,2005-01-31,,,,,,
3935,2005-02-01,,,,,,
3936,2005-02-02,,,,,,
3937,2005-02-03,,,,,,
3938,2005-02-04,,,,,,
3939,2005-02-07,,,,,,
3940,2005-02-08,,,,,,
3941,2005-02-09,,,,,,
3942,2005-02-10,,,,,,
3943,2005-02-11,,,,,,
3944,2005-02-14,,,,,,
3945,2005-02-15,,,,,,
3946,2005-02-16,,,,,,
3947,2005-02-17,,,,,,
3948,2005-02-18,,,,,,
3949,2005-02-21,,,,,,
3950,2005-02-22,,,,,,
3951,2005-02-23,,,,,,
3952,2005-02-24,,,,,,
3953,2005-02-25,,,,,,
3954,2005-02-28,,,,,,
3955,2005-03-01,,,,,,
3956,2005-03-02,,,,,,
3957,2005-03-03,,,,,,
3958,2005-03-04,,,,,,
3959,2005-03-07,,,,,,
3960,2005-03-08,,,,,,
3961,2005-03-09,,,,,,
3962,2005-03-10,,,,,,
3963,2005-03-11,,,,,,
3964,2005-03-14,,,,,,
3965,2005-03-15,,,,,,
3966,2005-03-16,,,,,,
3967,2005-03-17,,,,,,
3968,2005-03-18,,,,,,
3969,2005-03-21,,,,,,
3970,2005-03-22,,,,,,
3971,2005-03-23,,,,,,
3972,2005-03-24,,,,,,
3973,2005-03-25,,,,,,
3974,2005-03-28,,,,,,
3975,2005-03-29,,,,,,
3976,2005-03-30,,,,,,
3977,2005-03-31,,,,,,
3978,2005-04-01,,,,,,
3979,2005-04-04,,,,,,
3980,2005-04-05,,,,,,
3981,2005-04-06,,,,,,
3982,2005-04-07,,,,,,
3983,2005-04-08,,,,,,
3984,2005-04-11,,,,,,
3985,2005-04-12,,,,,,
3986,2005-04-13,,,,,,
3987,2005-04-14,,,,,,
3988,2005-04-15,,,,,,
3989,2005-04-18,,,,,,
3990,2005-04-19,,,,,,
3991,2005-04-20,,,,,,
3992,2005-04-21,,,,,,
3993,2005-04-22,,,,,,
3994,2005-04-25,,,,,,
3995,2005-04-26,,,,,,
3996,2005-04-27,,,,,,
3997,2005-04-28,,,,,,
3998,2005-04-29,,,,,,
3999,2005-05-02,,,,,,
4000,2005-05-03,,,,,,
4001,2005-05-04,,,,,,
4002,2005-05-05,,,,,,
4003,2005-05-06,,,,,,
4004,2005-05-09,,,,,,
4005,2005-05-10,,,,,,
4006,2005-05-11,,,,,,
4007,2005-05-12,,,,,,
4008,2005-05-13,,,,,,
4009,2005-05-16,,,,,,
4010,2005-05-17,,,,,,
4011,2005-05-18,,,,,,
4012,2005-05-19,,,,,,
4013,2005-05-20,,,,,,
4014,2005-05-23,,,,,,
4015,2005-05-24,,,,,,
4016,2005-05-25,,,,,,
4017,2005-05-26,,,,,,
4018,2005-05-27,,,,,,
4019,2005-05-30,,,,,,
4020,2005-05-31,,,,,,
4021,2005-06-01,,,,,,
4022,2005-06-02,,,,,,
4023,2005-06-03,,,,,,
4024,2005-06-06,,,,,,
4025,2005-06-07,,,,,,
4026,2005-06-08,,,,,,
4027,2005-06-09,,,,,,
4028,2005-06-10,,,,,,
4029,2005-06-13,,,,,,
4030,2005-06-14,,,,,,
4031,2005-06-15,,,,,,
4032,2005-06-16,,,,,,
4033,2005-06-17,,,,,,
4034,2005-06-20,,,,,,
4035,2005-06-21,,,,,,
4036,2005-06-22,,,,,,
4037,2005-06-23,,,,,,
4038,2005-06-24,,,,,,
4039,2005-06-27,,,,,,
4040,2005-06-28,,,,,,
4041,2005-06-29,,,,,,
4042,2005-06-30,,,,,,
4043,2005-07-01,,,,,,
4044,2005-07-04,,,,,,
4045,2005-07-05,,,,,,
4046,2005-07-06,,,,,,
4047,2005-07-07,,,,,,
4048,2005-07-08,,,,,,
4049,2005-07-11,,,,,,
4050,2005-07-12,,,,,,
4051,2005-07-13,,,,,,
4052,2005-07-14,,,,,,
4053,2005-07-15,,,,,,
4054,2005-07-18,,,,,,
4055,2005-07-19,,,,,,
4056,2005-07-20,,,,,,
4057,2005-07-21,,,,,,
4058,2005-07-22,,,,,,
4059,2005-07-25,,,,,,
4060,2005-07-26,,,,,,
4061,2005-07-27,,,,,,
4062,2005-07-28,,,,,,
4063,2005-07-29,,,,,,
4064,2005-08-01,,,,,,
4065,2005-08-02,,,,,,
4066,2005-08-03,,,,,,
4067,2005-08-04,,,,,,
4068,2005-08-05,,,,,,
4069,2005-08-08,,,,,,
4070,2005-08-09,,,,,,
4071,2005-08-10,,,,,,
4072,2005-08-11,,,,,,
4073,2005-08-12,,,,,,
4074,2005-08-15,,,,,,
4075,2005-08-16,,,,,,
4076,2005-08-17,,,,,,
4077,2005-08-18,,,,,,
4078,2005-08-19,,,,,,
4079,2005-08-22,,,,,,
4080,2005-08-23,,,,,,
4081,2005-08-24,,,,,,
4082,2005-08-25,,,,,,
4083,2005-08-26,,,,,,
4084,2005-08-29,,,,,,
4085,2005-08-30,,,,,,
4086,2005-08-31,,,,,,
4087,2005-09-01,,,,,,
4088,2005-09-02,,,,,,
4089,2005-09-05,,,,,,
4090,2005-09-06,,,,,,
4091,2005-09-07,,,,,,
4092,2005-09-08,,,,,,
4093,2005-09-09,,,,,,
4094,2005-09-12,,,,,,
4095,2005-09-13,,,,,,
4096,2005-09-14,,,,,,
4097,2005-09-15,,,,,,
4098,2005-09-16,,,,,,
4099,2005-09-19,,,,,,
4100,2005-09-20,,,,,,
4101,2005-09-21,,,,,,
4102,2005-09-22,,,,,,
4103,2005-09-23,,,,,,
4104,2005-09-26,,,,,,
4105,2005-09-27,,,,,,
4106,2005-09-28,,,,,,
4107,2005-09-29,,,,,,
4108,2005-09-30,,,,,,
4109,2005-10-03,,,,,,
4110,2005-10-04,,,,,,
4111,2005-10-05,,,,,,
4112,2005-10-06,,,,,,
4113,2005-10-07,,,,,,
4114,2005-10-10,,,,,,
4115,2005-10-11,,,,,,
4116,2005-10-12,,,,,,
4117,2005-10-13,,,,,,
4118,2005-10-14,,,,,,
4119,2005-10-17,,,,,,
4120,2005-10-18,,,,,,
4121,2005-10-19,,,,,,
4122,2005-10-20,,,,,,
4123,2005-10-21,,,,,,
4124,2005-10-24,,,,,,
4125,2005-10-25,,,,,,
4126,2005-10-26,,,,,,
4127,2005-10-27,,,,,,
4128,2005-10-28,,,,,,
4129,2005-10-31,,,,,,
4130,2005-11-01,,,,,,
4131,2005-11-02,,,,,,
4132,2005-11-03,,,,,,
4133,2005-11-04,,,,,,
4134,2005-11-07,,,,,,
4135,2005-11-08,,,,,,
4136,2005-11-09,,,,,,
4137,2005-11-10,,,,,,
4138,2005-11-11,,,,,,
4139,2005-11-14,,,,,,
4140,2005-11-15,,,,,,
4141,2005-11-16,,,,,,
4142,2005-11-17,,,,,,
4143,2005-11-18,,,,,,
4144,2005-11-21,,,,,,
4145,2005-11-22,,,,,,
4146,2005-11-23,,,,,,
4147,2005-11-24,,,,,,
4148,2005-11-25,,,,,,
4149,2005-11-28,,,,,,
4150,2005-11-29,,,,,,
4151,2005-11-30,,,,,,
4152,2005-12-01,,,,,,
4153,2005-12-02,,,,,,
4154,2005-12-05,,,,,,
4155,2005-12-06,,,,,,
4156,2005-12-07,,,,,,
4157,2005-12-08,,,,,,
4158,2005-12-09,,,,,,
4159,2005-12-12,,,,,,
4160,2005-12-13,,,,,,
4161,2005-12-14,,,,,,
4162,2005-12-15,,,,,,
4163,2005-12-16,,,,,,
4164,2005-12-19,,,,,,
4165,2005-12-20,,,,,,
4166,2005-12-21,,,,,,
4167,2005-12-22,,,,,,
4168,2005-12-23,,,,,,
4169,2005-12-26,,,,,,
4170,2005-12-27,,,,,,
4171,2005-12-28,,,,,,
4172,2005-12-29,,,,,,
4173,2005-12-30,,,,,,
4174,2006-01-02,,,,,,
4175,2006-01-03,,,,,,
4176,2006-01-04,,,,,,
4177,2006-01-05,,,,,,
4178,2006-01-06,,,,,,
4179,2006-01-09,,,,,,
4180,2006-01-10,,,,,,
4181,2006-01-11,,,,,,
4182,2006-01-12,,,,,,
4183,2006-01-13,,,,,,
4184,2006-01-16,,,,,,
4185,2006-01-17,,,,,,
4186,2006-01-18,,,,,,
4187,2006-01-19,,,,,,
4188,2006-01-20,,,,,,
4189,2006-01-23,,,,,,
4190,2006-01-24,,,,,,
4191,2006-01-25,,,,,,
4192,2006-01-26,,,,,,
4193,2006-01-27,,,,,,
4194,2006-01-30,,,,,,
4195,2006-01-31,,,,,,
4196,2006-02-01,,,,,,
4197,2006-02-02,,,,,,
4198,2006-02-03,,,,,,
4199,2006-02-06,,,,,,
4200,2006-02-07,,,,,,
4201,2006-02-08,,,,,,
4202,2006-02-09,,,,,,
4203,2006-02-10,,,,,,
4204,2006-02-13,,,,,,
4205,2006-02-14,,,,,,
4206,2006-02-15,,,,,,
4207,2006-02-16,,,,,,
4208,2006-02-17,,,,,,
4209,2006-02-20,,,,,,
4210,2006-02-21,,,,,,
4211,2006-02-22,,,,,,
4212,2006-02-23,,,,,,
4213,2006-02-24,,,,,,
4214,2006-02-27,,,,,,
4215,2006-02-28,,,,,,
4216,2006-03-01,,,,,,
4217,2006-03-02,,,,,,
4218,2006-03-03,,,,,,
4219,2006-03-06,,,,,,
4220,2006-03-07,,,,,,
4221,2006-03-08,,,,,,
4222,2006-03-09,,,,,,
4223,2006-03-10,,,,,,
4224,2006-03-13,,,,,,
4225,2006-03-14,,,,,,
4226,2006-03-15,,,,,,
4227,2006-03-16,,,,,,
4228,2006-03-17,,,,,,
4229,2006-03-20,,,,,,
4230,2006-03-21,,,,,,
4231,2006-03-22,,,,,,
4232,2006-03-23,,,,,,
4233,2006-03-24,,,,,,
4234,2006-03-27,,,,,,
4235,2006-03-28,,,,,,
4236,2006-03-29,,,,,,
4237,2006-03-30,,,,,,
4238,2006-03-31,,,,,,
4239,2006-04-03,,,,,,
4240,2006-04-04,,,,,,
4241,2006-04-05,,,,,,
4242,2006-04-06,,,,,,
4243,2006-04-07,,,,,,
4244,2006-04-10,,,,,,
4245,2006-04-11,,,,,,
4246,2006-04-12,,,,,,
4247,2006-04-13,,,,,,
4248,2006-04-14,,,,,,
4249,2006-04-17,,,,,,
4250,2006-04-18,,,,,,
4251,2006-04-19,,,,,,
4252,2006-04-20,,,,,,
4253,2006-04-21,,,,,,
4254,2006-04-24,,,,,,
4255,2006-04-25,,,,,,
4256,2006-04-26,,,,,,
4257,2006-04-27,,,,,,
4258,2006-04-28,,,,,,
4259,2006-05-01,,,,,,
4260,2006-05-02,,,,,,
4261,2006-05-03,,,,,,
