,Unnamed: 0,SX5E
4360,2003-11-06,2609.9
4361,2003-11-07,2626.68
4362,2003-11-10,2657.6
4363,2003-11-11,2633.07
4364,2003-11-12,2618.9
4365,2003-11-13,2627.15
4366,2003-11-14,2636.78
4367,2003-11-17,2656.94
4368,2003-11-18,2586.05
4369,2003-11-19,2584.05
4370,2003-11-20,2574.66
4371,2003-11-21,2568.71
4372,2003-11-24,2578.24
4373,2003-11-25,2632.25
4374,2003-11-26,2625.31
4375,2003-11-27,2619.56
4376,2003-11-28,2635.89
4377,2003-12-01,2630.47
4378,2003-12-02,2674.62
4379,2003-12-03,2666.97
4380,2003-12-04,2694.01
4381,2003-12-05,2693.43
4382,2003-12-08,2672.02
4383,2003-12-09,2651.41
4384,2003-12-10,2672.62
4385,2003-12-11,2660.73
4386,2003-12-12,2684.71
4387,2003-12-15,2685.39
4388,2003-12-16,2698.77
4389,2003-12-17,2697.14
4390,2003-12-18,2692.26
4391,2003-12-19,2714.73
4392,2003-12-22,2725.26
4393,2003-12-23,2714.09
4394,2003-12-24,2721.57
4395,2003-12-29,2725.07
4396,2003-12-30,2744.2
4397,2003-12-31,2750.09
4398,2004-01-02,2760.66
4399,2004-01-05,2797.56
4400,2004-01-06,2808.07
4401,2004-01-07,2805.91
4402,2004-01-08,2782.52
4403,2004-01-09,2821.33
4404,2004-01-12,2800.16
4405,2004-01-13,2793.88
4406,2004-01-14,2801.97
4407,2004-01-15,2829.44
4408,2004-01-16,2840.8
4409,2004-01-19,2865.96
4410,2004-01-20,2879.94
4411,2004-01-21,2859.58
4412,2004-01-22,2873.86
4413,2004-01-23,2891.84
4414,2004-01-26,2892.54
4415,2004-01-27,2874.47
4416,2004-01-28,2884.25
4417,2004-01-29,2896.78
4418,2004-01-30,2860.08
4419,2004-02-02,2839.13
4420,2004-02-03,2853.9
4421,2004-02-04,2841.26
4422,2004-02-05,2819.92
4423,2004-02-06,2816.34
4424,2004-02-09,2833.63
4425,2004-02-10,2870.98
4426,2004-02-11,2880.94
4427,2004-02-12,2890.8
4428,2004-02-13,2896.25
4429,2004-02-16,2860.88
4430,2004-02-17,2877.39
4431,2004-02-18,2895.38
4432,2004-02-19,2897.59
4433,2004-02-20,2932.95
4434,2004-02-23,2904.36
4435,2004-02-24,2907.46
4436,2004-02-25,2866.04
4437,2004-02-26,2872.48
4438,2004-02-27,2883.54
4439,2004-03-01,2893.18
4440,2004-03-02,2918.56
4441,2004-03-03,2946.62
4442,2004-03-04,2926.79
4443,2004-03-05,2952.61
4444,2004-03-08,2945.63
4445,2004-03-09,2959.71
4446,2004-03-10,2923.05
4447,2004-03-11,2922.68
4448,2004-03-12,2834.02
4449,2004-03-15,2834.03
4450,2004-03-16,2756.13
4451,2004-03-17,2773.18
4452,2004-03-18,2821.8
4453,2004-03-19,2761.66
4454,2004-03-22,2769.86
4455,2004-03-23,2712.11
4456,2004-03-24,2713.68
4457,2004-03-25,2702.05
4458,2004-03-26,2752.43
4459,2004-03-29,2763.75
4460,2004-03-30,2797.68
4461,2004-03-31,2791.58
4462,2004-04-01,2787.49
4463,2004-04-02,2819.7
4464,2004-04-05,2885.08
4465,2004-04-06,2905.88
4466,2004-04-07,2865.03
4467,2004-04-08,2851.83
4468,2004-04-13,2858.92
4469,2004-04-14,2889.91
4470,2004-04-15,2856.61
4471,2004-04-16,2854.53
4472,2004-04-19,2866.95
4473,2004-04-20,2859.24
4474,2004-04-21,2878.8
4475,2004-04-22,2855.46
4476,2004-04-23,2877.65
4477,2004-04-26,2894.18
4478,2004-04-27,2886.05
4479,2004-04-28,2884.82
4480,2004-04-29,2836.67
4481,2004-04-30,2806.37
4482,2004-05-03,2787.48
4483,2004-05-04,2806.46
4484,2004-05-05,2799.71
4485,2004-05-06,2823.37
4486,2004-05-07,2765.74
4487,2004-05-10,2756.85
4488,2004-05-11,2684.96
4489,2004-05-12,2721.08
4490,2004-05-13,2680.1
4491,2004-05-14,2712.5
4492,2004-05-17,2694.92
4493,2004-05-18,2659.85
4494,2004-05-19,2675.75
4495,2004-05-20,2729.52
4496,2004-05-21,2708.55
4497,2004-05-24,2697.46
4498,2004-05-25,2716.07
4499,2004-05-26,2699.36
4500,2004-05-27,2729.62
4501,2004-05-28,2752.02
4502,2004-05-31,2736.83
4503,2004-06-01,2749.62
4504,2004-06-02,2713.29
4505,2004-06-03,2730.15
4506,2004-06-04,2736.72
4507,2004-06-07,2767.87
4508,2004-06-08,2799.81
4509,2004-06-09,2800.36
4510,2004-06-10,2787.39
4511,2004-06-11,2800.18
4512,2004-06-14,2797.05
4513,2004-06-15,2759.27
4514,2004-06-16,2785.68
4515,2004-06-17,2807.15
4516,2004-06-18,2807.16
4517,2004-06-21,2822.06
4518,2004-06-22,2816.56
4519,2004-06-23,2782.43
4520,2004-06-24,2793.63
4521,2004-06-25,2822.35
4522,2004-06-28,2818.86
4523,2004-06-29,2840.04
4524,2004-06-30,2828.59
4525,2004-07-01,2811.08
4526,2004-07-02,2806.62
4527,2004-07-05,2783.99
4528,2004-07-06,2784.92
4529,2004-07-07,2764.89
4530,2004-07-08,2764.31
4531,2004-07-09,2776.88
4532,2004-07-12,2776.25
4533,2004-07-13,2760.12
4534,2004-07-14,2763.2
4535,2004-07-15,2754.77
4536,2004-07-16,2715.64
4537,2004-07-19,2713.27
4538,2004-07-20,2697.69
4539,2004-07-21,2708.16
4540,2004-07-22,2728.91
4541,2004-07-23,2680.44
4542,2004-07-26,2673.44
4543,2004-07-27,2640.61
4544,2004-07-28,2670.48
4545,2004-07-29,2665.98
4546,2004-07-30,2717.61
4547,2004-08-02,2720.05
4548,2004-08-03,2696.26
4549,2004-08-04,2712.45
4550,2004-08-05,2684.28
4551,2004-08-06,2689.26
4552,2004-08-09,2618.68
4553,2004-08-10,2596.52
4554,2004-08-11,2619.42
4555,2004-08-12,2594.45
4556,2004-08-13,2588.8
4557,2004-08-16,2580.04
4558,2004-08-17,2604.75
4559,2004-08-18,2617.27
4560,2004-08-19,2627.37
4561,2004-08-20,2630.71
4562,2004-08-23,2624.96
4563,2004-08-24,2662.35
4564,2004-08-25,2659.14
4565,2004-08-26,2664.67
4566,2004-08-27,2688.67
4567,2004-08-30,2704.53
4568,2004-08-31,2697.05
4569,2004-09-01,2670.79
4570,2004-09-02,2691.67
4571,2004-09-03,2711.16
4572,2004-09-06,2739.43
4573,2004-09-07,2748.39
4574,2004-09-08,2751.93
4575,2004-09-09,2746.96
4576,2004-09-10,2730.74
4577,2004-09-13,2745.86
4578,2004-09-14,2780.85
4579,2004-09-15,2771.67
4580,2004-09-16,2763.75
4581,2004-09-17,2765.87
4582,2004-09-20,2788.64
4583,2004-09-21,2776.1
4584,2004-09-22,2790.67
4585,2004-09-23,2759.68
4586,2004-09-24,2735.45
4587,2004-09-27,2740.06
4588,2004-09-28,2725.1
4589,2004-09-29,2733.69
4590,2004-09-30,2746.36
4591,2004-10-01,2726.3
4592,2004-10-04,2796.08
4593,2004-10-05,2823.46
4594,2004-10-06,2830.12
4595,2004-10-07,2831.88
4596,2004-10-08,2834.62
4597,2004-10-11,2816.42
4598,2004-10-12,2813.93
4599,2004-10-13,2788.07
4600,2004-10-14,2792.27
4601,2004-10-15,2776.03
4602,2004-10-18,2773.39
4603,2004-10-19,2768.63
4604,2004-10-20,2801.19
4605,2004-10-21,2769.26
4606,2004-10-22,2786.53
4607,2004-10-25,2788.89
4608,2004-10-26,2734.37
4609,2004-10-27,2739.37
4610,2004-10-28,2787.15
4611,2004-10-29,2818.54
4612,2004-11-01,2811.72
4613,2004-11-02,2834.03
4614,2004-11-03,2855.16
4615,2004-11-04,2860.68
4616,2004-11-05,2859.52
4617,2004-11-08,2874.8
4618,2004-11-09,2872.48
4619,2004-11-10,2864.93
4620,2004-11-11,2872.66
4621,2004-11-12,2903.93
4622,2004-11-15,2907.45
4623,2004-11-16,2898.16
4624,2004-11-17,2879.01
4625,2004-11-18,2922.24
4626,2004-11-19,2917.21
4627,2004-11-22,2893.08
4628,2004-11-23,2879.58
4629,2004-11-24,2876.88
4630,2004-11-25,2876.84
4631,2004-11-26,2904.16
4632,2004-11-29,2898.95
4633,2004-11-30,2891.15
4634,2004-12-01,2876.39
4635,2004-12-02,2913.21
4636,2004-12-03,2926.73
4637,2004-12-06,2911.59
4638,2004-12-07,2904.51
4639,2004-12-08,2918.43
4640,2004-12-09,2912.44
4641,2004-12-10,2888.02
4642,2004-12-13,2903.96
4643,2004-12-14,2928.43
4644,2004-12-15,2934.1
4645,2004-12-16,2921.94
4646,2004-12-17,2929.63
4647,2004-12-20,2891.48
4648,2004-12-21,2906.24
4649,2004-12-22,2912.8
4650,2004-12-23,2937.74
4651,2004-12-24,2950.92
4652,2004-12-27,2951.16
4653,2004-12-28,2944.16
4654,2004-12-29,2955.11
4655,2004-12-30,2953.15
4656,2004-12-31,2951.24
4657,2005-01-03,2951.01
4658,2005-01-04,2970.02
4659,2005-01-05,2971.12
4660,2005-01-06,2947.19
4661,2005-01-07,2966.24
4662,2005-01-10,2979.82
4663,2005-01-11,2977.21
4664,2005-01-12,2949.29
4665,2005-01-13,2924.01
4666,2005-01-14,2936.32
4667,2005-01-17,2948.22
4668,2005-01-18,2963.06
4669,2005-01-19,2962.43
4670,2005-01-20,2959.9
4671,2005-01-21,2937.71
4672,2005-01-24,2940.87
4673,2005-01-25,2937.83
4674,2005-01-26,2958.61
4675,2005-01-27,2956.43
4676,2005-01-28,2970.81
4677,2005-01-31,2955.89
4678,2005-02-01,2984.59
4679,2005-02-02,3008.85
4680,2005-02-03,3022.35
4681,2005-02-04,3010.39
4682,2005-02-07,3037.13
4683,2005-02-08,3051.97
4684,2005-02-09,3055.89
4685,2005-02-10,3044.36
4686,2005-02-11,3044.0
4687,2005-02-14,3080.08
4688,2005-02-15,3075.76
4689,2005-02-16,3086.95
4690,2005-02-17,3068.55
4691,2005-02-18,3067.34
4692,2005-02-21,3072.04
4693,2005-02-22,3063.64
4694,2005-02-23,3045.24
4695,2005-02-24,3028.08
4696,2005-02-25,3024.8
4697,2005-02-28,3062.72
4698,2005-03-01,3058.32
4699,2005-03-02,3078.44
4700,2005-03-03,3082.71
4701,2005-03-04,3078.11
4702,2005-03-07,3106.86
4703,2005-03-08,3114.54
4704,2005-03-09,3097.34
4705,2005-03-10,3081.99
4706,2005-03-11,3053.66
4707,2005-03-14,3060.36
4708,2005-03-15,3060.72
4709,2005-03-16,3083.73
4710,2005-03-17,3032.13
4711,2005-03-18,3039.8
4712,2005-03-21,3053.54
4713,2005-03-22,3038.14
4714,2005-03-23,3050.44
4715,2005-03-24,3036.85
4716,2005-03-29,3060.67
4717,2005-03-30,3069.35
4718,2005-03-31,3056.25
4719,2005-04-01,3055.73
4720,2005-04-04,3061.11
4721,2005-04-05,3042.17
4722,2005-04-06,3064.07
4723,2005-04-07,3076.23
4724,2005-04-08,3090.72
4725,2005-04-11,3088.92
4726,2005-04-12,3080.6
4727,2005-04-13,3065.18
4728,2005-04-14,3080.54
4729,2005-04-15,3075.33
4730,2005-04-18,3013.79
4731,2005-04-19,2947.79
4732,2005-04-20,2957.37
4733,2005-04-21,2944.33
4734,2005-04-22,2950.34
4735,2005-04-25,2976.39
4736,2005-04-26,2987.05
4737,2005-04-27,2983.22
4738,2005-04-28,2942.62
4739,2005-04-29,2930.87
4740,2005-05-02,2930.1
4741,2005-05-03,2949.09
4742,2005-05-04,2962.59
4743,2005-05-05,2981.04
4744,2005-05-06,3004.52
4745,2005-05-09,3019.26
4746,2005-05-10,3007.1
4747,2005-05-11,2983.42
4748,2005-05-12,2970.5
4749,2005-05-13,2993.09
4750,2005-05-16,2994.52
4751,2005-05-17,2988.16
4752,2005-05-18,2983.84
4753,2005-05-19,3036.3
4754,2005-05-20,3051.79
4755,2005-05-23,3050.45
4756,2005-05-24,3070.98
4757,2005-05-25,3066.55
4758,2005-05-26,3059.84
4759,2005-05-27,3086.08
4760,2005-05-30,3084.0
4761,2005-05-31,3096.54
4762,2005-06-01,3076.7
4763,2005-06-02,3125.88
4764,2005-06-03,3131.03
4765,2005-06-06,3114.27
4766,2005-06-07,3099.2
4767,2005-06-08,3134.82
4768,2005-06-09,3125.59
4769,2005-06-10,3122.93
4770,2005-06-13,3143.85
4771,2005-06-14,3159.83
4772,2005-06-15,3162.86
4773,2005-06-16,3147.55
4774,2005-06-17,3160.09
4775,2005-06-20,3178.48
4776,2005-06-21,3162.14
4777,2005-06-22,3179.62
4778,2005-06-23,3182.08
4779,2005-06-24,3190.8
4780,2005-06-27,3161.0
4781,2005-06-28,3132.5
4782,2005-06-29,3162.0
4783,2005-06-30,3178.56
4784,2005-07-01,3181.54
4785,2005-07-04,3208.61
4786,2005-07-05,3215.6
4787,2005-07-06,3207.91
4788,2005-07-07,3224.11
4789,2005-07-08,3170.06
4790,2005-07-11,3224.59
4791,2005-07-12,3246.4
4792,2005-07-13,3236.33
4793,2005-07-14,3260.67
4794,2005-07-15,3277.2
4795,2005-07-18,3278.71
4796,2005-07-19,3276.49
4797,2005-07-20,3314.06
4798,2005-07-21,3303.88
4799,2005-07-22,3299.92
4800,2005-07-25,3292.92
4801,2005-07-26,3298.27
4802,2005-07-27,3302.98
4803,2005-07-28,3310.84
4804,2005-07-29,3333.05
4805,2005-08-01,3326.51
4806,2005-08-02,3320.44
4807,2005-08-03,3349.91
4808,2005-08-04,3343.63
4809,2005-08-05,3310.62
4810,2005-08-08,3280.49
4811,2005-08-09,3292.41
4812,2005-08-10,3331.29
4813,2005-08-11,3370.84
4814,2005-08-12,3354.16
4815,2005-08-15,3334.15
4816,2005-08-16,3326.34
4817,2005-08-17,3307.42
4818,2005-08-18,3298.2
4819,2005-08-19,3283.84
4820,2005-08-22,3328.17
4821,2005-08-23,3330.44
4822,2005-08-24,3299.28
4823,2005-08-25,3294.25
4824,2005-08-26,3258.52
4825,2005-08-29,3224.1
4826,2005-08-30,3239.96
4827,2005-08-31,3234.1
4828,2005-09-01,3263.78
4829,2005-09-02,3282.29
4830,2005-09-05,3274.42
4831,2005-09-06,3303.05
4832,2005-09-07,3341.8
4833,2005-09-08,3349.46
4834,2005-09-09,3346.63
4835,2005-09-12,3359.65
4836,2005-09-13,3354.64
4837,2005-09-14,3325.55
4838,2005-09-15,3338.99
4839,2005-09-16,3339.02
4840,2005-09-19,3366.57
4841,2005-09-20,3356.28
4842,2005-09-21,3375.79
4843,2005-09-22,3326.78
4844,2005-09-23,3312.26
4845,2005-09-26,3331.55
4846,2005-09-27,3400.93
4847,2005-09-28,3384.24
4848,2005-09-29,3429.42
4849,2005-09-30,3412.75
4850,2005-10-03,3428.51
4851,2005-10-04,3449.34
4852,2005-10-05,3464.23
4853,2005-10-06,3418.84
4854,2005-10-07,3384.15
4855,2005-10-10,3374.1
4856,2005-10-11,3381.17
4857,2005-10-12,3387.46
4858,2005-10-13,3359.85
4859,2005-10-14,3331.42
4860,2005-10-17,3349.58
4861,2005-10-18,3356.77
4862,2005-10-19,3334.79
4863,2005-10-20,3279.61
4864,2005-10-21,3284.78
4865,2005-10-24,3271.05
4866,2005-10-25,3310.13
4867,2005-10-26,3292.52
4868,2005-10-27,3304.27
4869,2005-10-28,3241.14
4870,2005-10-31,3245.98
4871,2005-11-01,3320.15
4872,2005-11-02,3312.45
4873,2005-11-03,3320.62
4874,2005-11-04,3361.64
4875,2005-11-07,3355.28
4876,2005-11-08,3362.83
4877,2005-11-09,3361.75
4878,2005-11-10,3355.77
4879,2005-11-11,3361.05
4880,2005-11-14,3406.23
4881,2005-11-15,3412.19
4882,2005-11-16,3413.96
4883,2005-11-17,3391.59
4884,2005-11-18,3404.12
4885,2005-11-21,3427.18
4886,2005-11-22,3450.01
4887,2005-11-23,3450.51
4888,2005-11-24,3471.43
4889,2005-11-25,3459.15
4890,2005-11-28,3466.08
4891,2005-11-29,3453.11
4892,2005-11-30,3463.67
4893,2005-12-01,3447.07
4894,2005-12-02,3501.54
4895,2005-12-05,3519.66
4896,2005-12-06,3499.4
4897,2005-12-07,3516.84
4898,2005-12-08,3505.34
4899,2005-12-09,3510.38
4900,2005-12-12,3500.8
4901,2005-12-13,3514.07
4902,2005-12-14,3528.34
4903,2005-12-15,3519.12
4904,2005-12-16,3522.3
4905,2005-12-19,3556.76
4906,2005-12-20,3551.1
4907,2005-12-21,3561.11
4908,2005-12-22,3591.94
4909,2005-12-23,3591.02
4910,2005-12-27,3599.47
4911,2005-12-28,3612.21
4912,2005-12-29,3605.12
4913,2005-12-30,3616.33
4914,2006-01-02,3578.93
4915,2006-01-03,3604.33
4916,2006-01-04,3614.34
4917,2006-01-05,3652.46
4918,2006-01-06,3650.24
4919,2006-01-09,3666.99
4920,2006-01-10,3671.78
4921,2006-01-11,3644.94
4922,2006-01-12,3668.61
4923,2006-01-13,3670.2
4924,2006-01-16,3629.25
4925,2006-01-17,3644.41
4926,2006-01-18,3610.07
4927,2006-01-19,3570.17
4928,2006-01-20,3593.22
4929,2006-01-23,3550.8
4930,2006-01-24,3544.31
4931,2006-01-25,3532.68
4932,2006-01-26,3578.0
4933,2006-01-27,3641.42
4934,2006-01-30,3685.48
4935,2006-01-31,3677.52
4936,2006-02-01,3691.41
4937,2006-02-02,3728.34
4938,2006-02-03,3677.05
4939,2006-02-06,3678.48
4940,2006-02-07,3682.32
4941,2006-02-08,3680.8
4942,2006-02-09,3671.37
4943,2006-02-10,3726.81
4944,2006-02-13,3695.63
4945,2006-02-14,3727.46
4946,2006-02-15,3734.48
4947,2006-02-16,3729.79
4948,2006-02-17,3756.47
4949,2006-02-20,3767.7
4950,2006-02-21,3766.74
4951,2006-02-22,3779.51
4952,2006-02-23,3818.48
4953,2006-02-24,3813.29
4954,2006-02-27,3826.0
4955,2006-02-28,3840.56
4956,2006-03-01,3774.51
4957,2006-03-02,3806.03
4958,2006-03-03,3763.73
4959,2006-03-06,3733.95
4960,2006-03-07,3754.07
4961,2006-03-08,3745.2
4962,2006-03-09,3727.96
4963,2006-03-10,3757.73
4964,2006-03-13,3798.46
4965,2006-03-14,3824.97
4966,2006-03-15,3833.48
4967,2006-03-16,3842.16
4968,2006-03-17,3839.71
4969,2006-03-20,3832.43
4970,2006-03-21,3842.1
4971,2006-03-22,3848.17
4972,2006-03-23,3868.48
4973,2006-03-24,3860.13
4974,2006-03-27,3870.89
4975,2006-03-28,3827.93
4976,2006-03-29,3811.22
4977,2006-03-30,3826.3
4978,2006-03-31,3874.61
4979,2006-04-03,3853.74
4980,2006-04-04,3878.64
4981,2006-04-05,3850.11
4982,2006-04-06,3863.92
4983,2006-04-07,3861.29
4984,2006-04-10,3823.11
4985,2006-04-11,3843.52
4986,2006-04-12,3788.81
4987,2006-04-13,3776.94
4988,2006-04-18,3779.94
4989,2006-04-19,3770.79
4990,2006-04-20,3820.96
4991,2006-04-21,3860.0
4992,2006-04-24,3888.46
4993,2006-04-25,3862.27
4994,2006-04-26,3871.09
4995,2006-04-27,3887.0
4996,2006-04-28,3865.42
4997,2006-05-01,3839.9
4998,2006-05-02,3839.9
4999,2006-05-03,3862.24
5000,2006-05-04,3821.97
5001,2006-05-05,3843.08
5002,2006-05-08,3874.32
5003,2006-05-09,3877.53
5004,2006-05-10,3890.94
5005,2006-05-11,3863.56
5006,2006-05-12,3837.86
5007,2006-05-15,3750.44
5008,2006-05-16,3711.16
5009,2006-05-17,3730.36
5010,2006-05-18,3605.19
5011,2006-05-19,3606.33
5012,2006-05-22,3625.25
5013,2006-05-23,3539.77
5014,2006-05-24,3620.28
5015,2006-05-25,3574.86
5016,2006-05-26,3635.0
5017,2006-05-29,3699.8
5018,2006-05-30,3679.57
5019,2006-05-31,3590.91
5020,2006-06-01,3637.17
5021,2006-06-02,3648.33
5022,2006-06-05,3636.89
5023,2006-06-06,3604.33
5024,2006-06-07,3529.1
5025,2006-06-08,3562.36
5026,2006-06-09,3462.37
5027,2006-06-12,3520.99
5028,2006-06-13,3480.76
5029,2006-06-14,3408.02
5030,2006-06-15,3414.21
5031,2006-06-16,3493.25
5032,2006-06-19,3463.56
5033,2006-06-20,3490.24
5034,2006-06-21,3514.83
5035,2006-06-22,3526.86
5036,2006-06-23,3544.85
5037,2006-06-26,3550.15
5038,2006-06-27,3534.84
5039,2006-06-28,3506.93
5040,2006-06-29,3506.02
5041,2006-06-30,3582.61
5042,2006-07-03,3648.92
5043,2006-07-04,3662.92
5044,2006-07-05,3670.75
5045,2006-07-06,3618.64
5046,2006-07-07,3662.39
5047,2006-07-10,3651.33
5048,2006-07-11,3666.51
5049,2006-07-12,3617.78
5050,2006-07-13,3630.5
5051,2006-07-14,3562.56
5052,2006-07-17,3508.25
5053,2006-07-18,3498.62
5054,2006-07-19,3492.11
5055,2006-07-20,3585.65
5056,2006-07-21,3589.63
5057,2006-07-24,3557.08
5058,2006-07-25,3632.93
5059,2006-07-26,3631.5
5060,2006-07-27,3640.75
5061,2006-07-28,3681.55
5062,2006-07-31,3710.6
5063,2006-08-01,3691.87
5064,2006-08-02,3640.6
5065,2006-08-03,3696.35
5066,2006-08-04,3667.91
5067,2006-08-07,3718.09
5068,2006-08-08,3658.25
5069,2006-08-09,3668.1
5070,2006-08-10,3707.19
5071,2006-08-11,3675.44
5072,2006-08-14,3675.06
